token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
complete,0,4,0,2,6,#Div0,0.0,#Div0
attachment,0,0,0,2,2,#Div0,0.0,#Div0
limited,0,4,0,5,9,#Div0,0.0,#Div0
away,0,7,0,5,12,#Div0,0.0,#Div0
encounter,0,0,0,1,1,#Div0,0.0,#Div0
law,0,13,0,1,14,#Div0,0.0,#Div0
pull,0,0,0,1,1,#Div0,0.0,#Div0
giving,0,6,0,4,10,#Div0,0.0,#Div0
trap,0,0,0,1,1,#Div0,0.0,#Div0
thru,0,0,0,1,1,#Div0,0.0,#Div0
linked,0,0,0,1,1,#Div0,0.0,#Div0
mamage,0,0,0,1,1,#Div0,0.0,#Div0
safe,0,2,0,2,4,#Div0,0.0,#Div0
traditional,0,2,0,1,3,#Div0,0.0,#Div0
burst,0,0,0,1,1,#Div0,0.0,#Div0
outside,0,3,0,2,5,#Div0,0.0,#Div0
unlimited,0,0,0,1,1,#Div0,0.0,#Div0
kings,0,0,0,1,1,#Div0,0.0,#Div0
starting,0,2,0,1,3,#Div0,0.0,#Div0
atmosphere,0,2,0,1,3,#Div0,0.0,#Div0
shiny,0,1,0,1,2,#Div0,0.0,#Div0
appealing,0,0,0,2,2,#Div0,0.0,#Div0
peak,0,0,0,1,1,#Div0,0.0,#Div0
basis,0,1,0,3,4,#Div0,0.0,#Div0
offer,0,1,0,3,4,#Div0,0.0,#Div0
array,0,0,0,2,2,#Div0,0.0,#Div0
rules,0,2,0,1,3,#Div0,0.0,#Div0
cutting,0,0,0,1,1,#Div0,0.0,#Div0
valiable,0,0,0,1,1,#Div0,0.0,#Div0
spending,0,2,0,5,7,#Div0,0.0,#Div0
advantages,0,13,0,1,14,#Div0,0.0,#Div0
same,0,64,0,1,65,#Div0,0.0,#Div0
accelerating,0,0,0,1,1,#Div0,0.0,#Div0
graps,0,0,0,1,1,#Div0,0.0,#Div0
manage,0,0,0,2,2,#Div0,0.0,#Div0
healthy,0,9,0,1,10,#Div0,0.0,#Div0
inside,0,2,0,2,4,#Div0,0.0,#Div0
neutral,0,0,0,1,1,#Div0,0.0,#Div0
having,0,45,0,5,50,#Div0,0.0,#Div0
grant,0,1,0,2,3,#Div0,0.0,#Div0
help,0,131,0,2,133,#Div0,0.0,#Div0
get,0,77,0,13,90,#Div0,0.0,#Div0
handy,0,0,0,2,2,#Div0,0.0,#Div0
devices,0,1,0,1,2,#Div0,0.0,#Div0
strong,0,1,0,18,19,#Div0,0.0,#Div0
handle,0,0,0,1,1,#Div0,0.0,#Div0
focalized,0,0,0,1,1,#Div0,0.0,#Div0
pursued,0,0,0,1,1,#Div0,0.0,#Div0
spirit,0,0,0,1,1,#Div0,0.0,#Div0
few,0,27,1,0,28,0.0,#Div0,#Div0
piece,0,0,0,1,1,#Div0,0.0,#Div0
extract,0,0,0,1,1,#Div0,0.0,#Div0
slower,0,0,0,1,1,#Div0,0.0,#Div0
horrifying,0,0,0,1,1,#Div0,0.0,#Div0
last,0,10,0,2,12,#Div0,0.0,#Div0
sound,0,3,0,2,5,#Div0,0.0,#Div0
hiding,0,0,0,1,1,#Div0,0.0,#Div0
cram,0,0,1,0,1,0.0,#Div0,#Div0
sides,0,0,0,2,2,#Div0,0.0,#Div0
means,0,29,0,1,30,#Div0,0.0,#Div0
restricted,0,0,0,1,1,#Div0,0.0,#Div0
multiplying,0,0,0,1,1,#Div0,0.0,#Div0
grew,0,1,0,2,3,#Div0,0.0,#Div0
isolte,0,0,0,1,1,#Div0,0.0,#Div0
wide,0,1,0,10,11,#Div0,0.0,#Div0
underline,0,0,0,1,1,#Div0,0.0,#Div0
two,0,32,0,1,33,#Div0,0.0,#Div0
found,0,19,0,1,20,#Div0,0.0,#Div0
greater,0,5,0,1,6,#Div0,0.0,#Div0
between,0,17,0,2,19,#Div0,0.0,#Div0
bit,0,2,0,1,3,#Div0,0.0,#Div0
shrink,0,0,0,1,1,#Div0,0.0,#Div0
relay,0,0,0,2,2,#Div0,0.0,#Div0
derives,0,0,0,1,1,#Div0,0.0,#Div0
support,0,6,0,20,26,#Div0,0.0,#Div0
play,0,3,2,1,6,0.0,0.0,#Div0
accidently,0,0,0,1,1,#Div0,0.0,#Div0
substained,0,0,0,1,1,#Div0,0.0,#Div0
with,0,428,0,2,430,#Div0,0.0,#Div0
keep,0,18,0,9,27,#Div0,0.0,#Div0
chase,0,0,0,1,1,#Div0,0.0,#Div0
loses,0,0,0,1,1,#Div0,0.0,#Div0
worthless,0,0,0,2,2,#Div0,0.0,#Div0
back,0,7,0,3,10,#Div0,0.0,#Div0
marginal,0,0,0,1,1,#Div0,0.0,#Div0
potentials,0,0,0,1,1,#Div0,0.0,#Div0
passions,0,0,0,1,1,#Div0,0.0,#Div0
reached,0,0,0,7,7,#Div0,0.0,#Div0
bright,0,1,0,1,2,#Div0,0.0,#Div0
of,0,1325,0,9,1334,#Div0,0.0,#Div0
tells,0,5,0,1,6,#Div0,0.0,#Div0
reveals,0,0,0,2,2,#Div0,0.0,#Div0
balanced,0,0,0,1,1,#Div0,0.0,#Div0
devotng,0,0,0,1,1,#Div0,0.0,#Div0
Spikes,0,0,0,1,1,#Div0,0.0,#Div0
find,0,47,0,7,54,#Div0,0.0,#Div0
attractions,0,0,0,1,1,#Div0,0.0,#Div0
advance,0,2,0,1,3,#Div0,0.0,#Div0
expands,0,0,0,1,1,#Div0,0.0,#Div0
run,1,1,0,6,8,1.0,0.14285714285714285,0.25
concentrate,0,1,0,1,2,#Div0,0.0,#Div0
overcome,0,0,0,3,3,#Div0,0.0,#Div0
dagerous,0,0,0,1,1,#Div0,0.0,#Div0
jams,0,0,0,1,1,#Div0,0.0,#Div0
fields,0,8,0,3,11,#Div0,0.0,#Div0
connections,0,0,0,1,1,#Div0,0.0,#Div0
color,0,4,0,1,5,#Div0,0.0,#Div0
blocked,0,0,0,1,1,#Div0,0.0,#Div0
shift,0,0,0,1,1,#Div0,0.0,#Div0
provide,0,10,0,3,13,#Div0,0.0,#Div0
Getting,0,0,0,1,1,#Div0,0.0,#Div0
hurm,0,0,0,1,1,#Div0,0.0,#Div0
close,0,3,0,4,7,#Div0,0.0,#Div0
wheel,0,0,0,2,2,#Div0,0.0,#Div0
basic,0,4,0,5,9,#Div0,0.0,#Div0
ways,0,24,0,2,26,#Div0,0.0,#Div0
kill,0,0,0,1,1,#Div0,0.0,#Div0
natural,0,3,0,2,5,#Div0,0.0,#Div0
near,0,1,0,1,2,#Div0,0.0,#Div0
exposed,0,0,0,1,1,#Div0,0.0,#Div0
explore,1,2,0,2,5,1.0,0.3333333333333333,0.5
increasing,0,17,0,1,18,#Div0,0.0,#Div0
serve,0,0,0,1,1,#Div0,0.0,#Div0
horizental,0,0,0,3,3,#Div0,0.0,#Div0
unstable,0,0,0,1,1,#Div0,0.0,#Div0
high,0,22,0,2,24,#Div0,0.0,#Div0
worlds,0,0,0,1,1,#Div0,0.0,#Div0
willing,0,9,0,1,10,#Div0,0.0,#Div0
engine,0,0,0,2,2,#Div0,0.0,#Div0
vast,0,1,0,2,3,#Div0,0.0,#Div0
collected,0,0,0,1,1,#Div0,0.0,#Div0
rewarding,0,2,0,2,4,#Div0,0.0,#Div0
indepth,0,0,0,1,1,#Div0,0.0,#Div0
inflate,0,0,0,1,1,#Div0,0.0,#Div0
visualize,0,0,0,2,2,#Div0,0.0,#Div0
comes,0,10,0,2,12,#Div0,0.0,#Div0
aintaining,0,0,0,1,1,#Div0,0.0,#Div0
dominated,0,0,0,1,1,#Div0,0.0,#Div0
spreading,0,0,0,1,1,#Div0,0.0,#Div0
cheating,0,1,0,3,4,#Div0,0.0,#Div0
spots,0,1,0,1,2,#Div0,0.0,#Div0
acquired,0,3,0,1,4,#Div0,0.0,#Div0
target,0,0,0,1,1,#Div0,0.0,#Div0
shoulders,0,0,0,2,2,#Div0,0.0,#Div0
tones,0,0,0,1,1,#Div0,0.0,#Div0
introduced,0,1,0,1,2,#Div0,0.0,#Div0
wider,0,0,0,4,4,#Div0,0.0,#Div0
far,0,7,0,5,12,#Div0,0.0,#Div0
power,0,0,0,2,2,#Div0,0.0,#Div0
strictly,0,0,0,1,1,#Div0,0.0,#Div0
door,0,0,0,1,1,#Div0,0.0,#Div0
dots,0,0,0,1,1,#Div0,0.0,#Div0
stars,0,0,0,1,1,#Div0,0.0,#Div0
advanced,0,5,0,2,7,#Div0,0.0,#Div0
area,0,5,0,1,6,#Div0,0.0,#Div0
little,0,26,0,2,28,#Div0,0.0,#Div0
limitations,0,0,0,1,1,#Div0,0.0,#Div0
part,0,27,0,12,39,#Div0,0.0,#Div0
stick,0,0,0,2,2,#Div0,0.0,#Div0
value,0,2,0,2,4,#Div0,0.0,#Div0
restrictions,0,0,0,2,2,#Div0,0.0,#Div0
chain,0,0,0,2,2,#Div0,0.0,#Div0
mess,0,0,0,1,1,#Div0,0.0,#Div0
forces,0,2,0,1,3,#Div0,0.0,#Div0
taking,0,24,0,6,30,#Div0,0.0,#Div0
suport,0,0,0,1,1,#Div0,0.0,#Div0
hectic,0,0,0,1,1,#Div0,0.0,#Div0
downsides,0,0,0,1,1,#Div0,0.0,#Div0
crowd,0,0,0,1,1,#Div0,0.0,#Div0
own,0,56,0,1,57,#Div0,0.0,#Div0
from,0,166,0,12,178,#Div0,0.0,#Div0
basesd,0,0,0,1,1,#Div0,0.0,#Div0
endure,0,0,0,1,1,#Div0,0.0,#Div0
forget,0,4,0,1,5,#Div0,0.0,#Div0
goes,0,7,0,1,8,#Div0,0.0,#Div0
approach,0,1,0,8,9,#Div0,0.0,#Div0
ruch,0,0,0,1,1,#Div0,0.0,#Div0
promoting,0,2,0,1,3,#Div0,0.0,#Div0
familiar,0,2,0,1,3,#Div0,0.0,#Div0
developed,0,9,0,2,11,#Div0,0.0,#Div0
pop,0,0,0,1,1,#Div0,0.0,#Div0
instruments,0,1,0,1,2,#Div0,0.0,#Div0
defined,0,0,0,1,1,#Div0,0.0,#Div0
faced,0,0,0,1,1,#Div0,0.0,#Div0
collage,0,0,0,1,1,#Div0,0.0,#Div0
providing,0,0,0,1,1,#Div0,0.0,#Div0
consequences,0,3,0,1,4,#Div0,0.0,#Div0
image,0,2,0,6,8,#Div0,0.0,#Div0
too,0,47,0,3,50,#Div0,0.0,#Div0
conduct,0,0,0,1,1,#Div0,0.0,#Div0
had,0,63,0,2,65,#Div0,0.0,#Div0
active,0,0,0,5,5,#Div0,0.0,#Div0
rely,0,0,0,3,3,#Div0,0.0,#Div0
security,0,5,0,1,6,#Div0,0.0,#Div0
respect,0,7,0,2,9,#Div0,0.0,#Div0
pushed,0,0,0,1,1,#Div0,0.0,#Div0
raised,0,1,0,1,2,#Div0,0.0,#Div0
quickly,0,6,0,1,7,#Div0,0.0,#Div0
off,0,3,0,1,4,#Div0,0.0,#Div0
hard,0,48,0,1,49,#Div0,0.0,#Div0
become,0,39,0,2,41,#Div0,0.0,#Div0
difficult,0,30,0,1,31,#Div0,0.0,#Div0
phase,0,0,0,2,2,#Div0,0.0,#Div0
competition,0,0,0,1,1,#Div0,0.0,#Div0
came,0,7,0,1,8,#Div0,0.0,#Div0
hold,0,0,0,2,2,#Div0,0.0,#Div0
hunger,0,0,0,1,1,#Div0,0.0,#Div0
warmly,0,0,0,1,1,#Div0,0.0,#Div0
hundred,0,0,0,1,1,#Div0,0.0,#Div0
parallel,0,0,0,1,1,#Div0,0.0,#Div0
pictures,0,1,0,1,2,#Div0,0.0,#Div0
zoo,0,0,0,1,1,#Div0,0.0,#Div0
around,0,32,0,3,35,#Div0,0.0,#Div0
static,0,0,0,1,1,#Div0,0.0,#Div0
pushs,0,0,0,1,1,#Div0,0.0,#Div0
jungle,0,0,0,1,1,#Div0,0.0,#Div0
growing,0,3,0,7,10,#Div0,0.0,#Div0
confortable,0,0,0,1,1,#Div0,0.0,#Div0
highlights,0,0,0,1,1,#Div0,0.0,#Div0
suffuring,0,0,0,1,1,#Div0,0.0,#Div0
oving,0,0,0,1,1,#Div0,0.0,#Div0
expanded,0,0,0,2,2,#Div0,0.0,#Div0
atomosphere,0,0,0,1,1,#Div0,0.0,#Div0
pace,0,0,0,1,1,#Div0,0.0,#Div0
taste,0,0,0,3,3,#Div0,0.0,#Div0
attact,0,0,0,1,1,#Div0,0.0,#Div0
felt,0,6,0,1,7,#Div0,0.0,#Div0
relationship,0,2,0,1,3,#Div0,0.0,#Div0
deeply,0,0,0,8,8,#Div0,0.0,#Div0
accessble,0,0,0,1,1,#Div0,0.0,#Div0
rise,0,1,0,1,2,#Div0,0.0,#Div0
dream,0,0,0,5,5,#Div0,0.0,#Div0
avoided,0,2,0,1,3,#Div0,0.0,#Div0
horizontal,0,0,0,1,1,#Div0,0.0,#Div0
fruitful,0,0,0,1,1,#Div0,0.0,#Div0
base,0,0,0,4,4,#Div0,0.0,#Div0
compel,0,0,0,1,1,#Div0,0.0,#Div0
increase,0,27,0,2,29,#Div0,0.0,#Div0
persuing,0,0,0,1,1,#Div0,0.0,#Div0
eloquent,0,0,0,1,1,#Div0,0.0,#Div0
loosing,0,0,0,1,1,#Div0,0.0,#Div0
contributing,0,0,0,1,1,#Div0,0.0,#Div0
asking,0,3,0,1,4,#Div0,0.0,#Div0
extra,0,2,0,2,4,#Div0,0.0,#Div0
consetrating,0,0,0,1,1,#Div0,0.0,#Div0
sorses,0,0,0,1,1,#Div0,0.0,#Div0
valued,0,0,0,1,1,#Div0,0.0,#Div0
obtained,0,0,0,1,1,#Div0,0.0,#Div0
legend,0,0,0,1,1,#Div0,0.0,#Div0
built,0,2,0,3,5,#Div0,0.0,#Div0
improvment,0,0,0,1,1,#Div0,0.0,#Div0
hand,0,33,0,3,36,#Div0,0.0,#Div0
valuable,0,2,0,2,4,#Div0,0.0,#Div0
percent,0,1,0,1,2,#Div0,0.0,#Div0
green,0,0,0,1,1,#Div0,0.0,#Div0
pampered,0,0,0,1,1,#Div0,0.0,#Div0
journey,0,6,0,2,8,#Div0,0.0,#Div0
world,0,70,0,8,78,#Div0,0.0,#Div0
stay,0,10,0,1,11,#Div0,0.0,#Div0
brought,0,0,0,2,2,#Div0,0.0,#Div0
conception,0,0,0,1,1,#Div0,0.0,#Div0
has,0,139,0,5,144,#Div0,0.0,#Div0
using,0,34,0,1,35,#Div0,0.0,#Div0
easy,0,21,0,1,22,#Div0,0.0,#Div0
passed,0,0,0,1,1,#Div0,0.0,#Div0
compete,0,1,0,1,2,#Div0,0.0,#Div0
great,0,24,0,1,25,#Div0,0.0,#Div0
surronded,0,0,0,1,1,#Div0,0.0,#Div0
takes,0,5,0,6,11,#Div0,0.0,#Div0
tolerating,0,0,0,1,1,#Div0,0.0,#Div0
abandon,0,0,0,2,2,#Div0,0.0,#Div0
belong,0,0,0,2,2,#Div0,0.0,#Div0
putting,0,0,0,2,2,#Div0,0.0,#Div0
reward,0,0,0,1,1,#Div0,0.0,#Div0
growth,0,6,0,4,10,#Div0,0.0,#Div0
deriving,0,0,0,2,2,#Div0,0.0,#Div0
mainstream,0,0,0,1,1,#Div0,0.0,#Div0
cheet,0,0,0,1,1,#Div0,0.0,#Div0
fought,0,0,0,1,1,#Div0,0.0,#Div0
spread,0,1,0,4,5,#Div0,0.0,#Div0
spends,0,1,0,2,3,#Div0,0.0,#Div0
strenght,0,0,0,1,1,#Div0,0.0,#Div0
gets,0,5,0,1,6,#Div0,0.0,#Div0
struggle,0,0,0,1,1,#Div0,0.0,#Div0
doors,0,1,0,1,2,#Div0,0.0,#Div0
insure,0,0,0,1,1,#Div0,0.0,#Div0
rewarded,0,0,0,1,1,#Div0,0.0,#Div0
roam,0,0,0,1,1,#Div0,0.0,#Div0
useful,0,26,0,1,27,#Div0,0.0,#Div0
concentrates,0,0,0,1,1,#Div0,0.0,#Div0
draw,0,1,0,1,2,#Div0,0.0,#Div0
settle,0,0,0,1,1,#Div0,0.0,#Div0
suit,0,1,0,1,2,#Div0,0.0,#Div0
contributes,0,0,0,1,1,#Div0,0.0,#Div0
floor,0,0,0,1,1,#Div0,0.0,#Div0
measure,0,0,0,2,2,#Div0,0.0,#Div0
defence,0,0,0,1,1,#Div0,0.0,#Div0
promenet,0,0,0,1,1,#Div0,0.0,#Div0
behind,0,1,0,6,7,#Div0,0.0,#Div0
or,0,392,0,1,393,#Div0,0.0,#Div0
semesters,0,0,0,1,1,#Div0,0.0,#Div0
Seeing,0,0,0,2,2,#Div0,0.0,#Div0
add,0,1,0,3,4,#Div0,0.0,#Div0
junk,0,0,0,2,2,#Div0,0.0,#Div0
misleading,0,0,0,3,3,#Div0,0.0,#Div0
thirst,0,0,0,1,1,#Div0,0.0,#Div0
cleary,0,0,0,1,1,#Div0,0.0,#Div0
One,0,13,0,1,14,#Div0,0.0,#Div0
perspective,0,2,0,1,3,#Div0,0.0,#Div0
wast,0,0,0,2,2,#Div0,0.0,#Div0
comparative,0,0,1,0,1,0.0,#Div0,#Div0
broader,0,0,0,6,6,#Div0,0.0,#Div0
turn,0,2,0,3,5,#Div0,0.0,#Div0
version,0,0,0,2,2,#Div0,0.0,#Div0
fast,0,7,0,2,9,#Div0,0.0,#Div0
lens,0,0,0,1,1,#Div0,0.0,#Div0
up,0,33,0,17,50,#Div0,0.0,#Div0
shine,0,0,0,2,2,#Div0,0.0,#Div0
send,0,1,0,1,2,#Div0,0.0,#Div0
control,0,3,0,2,5,#Div0,0.0,#Div0
established,0,3,0,3,6,#Div0,0.0,#Div0
work,0,95,2,4,101,0.0,0.0,#Div0
courage,0,6,0,1,7,#Div0,0.0,#Div0
discard,0,0,0,1,1,#Div0,0.0,#Div0
flexibility,0,0,0,2,2,#Div0,0.0,#Div0
semester,0,0,0,2,2,#Div0,0.0,#Div0
Advancement,0,0,0,1,1,#Div0,0.0,#Div0
shape,0,2,0,1,3,#Div0,0.0,#Div0
wasted,0,0,0,2,2,#Div0,0.0,#Div0
fit,0,0,0,2,2,#Div0,0.0,#Div0
diminish,0,1,0,1,2,#Div0,0.0,#Div0
explosion,0,0,0,1,1,#Div0,0.0,#Div0
endless,0,0,0,1,1,#Div0,0.0,#Div0
closer,0,0,0,1,1,#Div0,0.0,#Div0
stood,0,0,0,1,1,#Div0,0.0,#Div0
contained,0,0,0,1,1,#Div0,0.0,#Div0
precious,0,1,0,2,3,#Div0,0.0,#Div0
spot,0,0,0,1,1,#Div0,0.0,#Div0
fresh,0,2,0,2,4,#Div0,0.0,#Div0
promote,0,3,0,1,4,#Div0,0.0,#Div0
touch,0,1,0,3,4,#Div0,0.0,#Div0
boosted,0,0,0,1,1,#Div0,0.0,#Div0
busy,0,11,0,2,13,#Div0,0.0,#Div0
conduce,0,0,0,1,1,#Div0,0.0,#Div0
firmly,0,0,0,1,1,#Div0,0.0,#Div0
carried,0,0,0,1,1,#Div0,0.0,#Div0
building,0,5,0,1,6,#Div0,0.0,#Div0
fits,0,0,0,2,2,#Div0,0.0,#Div0
elderly,0,1,1,0,2,0.0,#Div0,#Div0
free,0,8,0,14,22,#Div0,0.0,#Div0
require,0,6,0,1,7,#Div0,0.0,#Div0
fullfilling,0,1,0,1,2,#Div0,0.0,#Div0
the,0,2383,0,20,2403,#Div0,0.0,#Div0
simple,0,8,0,1,9,#Div0,0.0,#Div0
out,0,46,0,9,55,#Div0,0.0,#Div0
advatages,0,0,0,1,1,#Div0,0.0,#Div0
achieved,0,3,0,1,4,#Div0,0.0,#Div0
demands,0,2,0,1,3,#Div0,0.0,#Div0
drop,0,0,0,2,2,#Div0,0.0,#Div0
wasting,0,0,0,2,2,#Div0,0.0,#Div0
analyze,0,2,1,0,3,0.0,#Div0,#Div0
eaten,0,0,0,1,1,#Div0,0.0,#Div0
old-men,0,0,0,1,1,#Div0,0.0,#Div0
calm,0,0,0,1,1,#Div0,0.0,#Div0
hidden,0,0,0,2,2,#Div0,0.0,#Div0
aspect,0,8,0,2,10,#Div0,0.0,#Div0
tied,0,0,0,1,1,#Div0,0.0,#Div0
dynamic,0,0,0,4,4,#Div0,0.0,#Div0
weight,0,1,0,1,2,#Div0,0.0,#Div0
richness,0,0,0,1,1,#Div0,0.0,#Div0
build,0,2,0,6,8,#Div0,0.0,#Div0
division,0,3,0,1,4,#Div0,0.0,#Div0
form,0,6,0,1,7,#Div0,0.0,#Div0
master,0,0,0,1,1,#Div0,0.0,#Div0
loss,0,1,0,2,3,#Div0,0.0,#Div0
age,0,21,0,2,23,#Div0,0.0,#Div0
environement,0,0,0,1,1,#Div0,0.0,#Div0
left,0,2,0,1,3,#Div0,0.0,#Div0
gave,0,6,0,3,9,#Div0,0.0,#Div0
sign,0,1,0,2,3,#Div0,0.0,#Div0
carries,0,0,0,1,1,#Div0,0.0,#Div0
damage,0,0,0,1,1,#Div0,0.0,#Div0
way,0,104,0,6,110,#Div0,0.0,#Div0
phases,0,0,0,1,1,#Div0,0.0,#Div0
coin,0,0,0,1,1,#Div0,0.0,#Div0
produce,0,7,0,1,8,#Div0,0.0,#Div0
advancing,0,0,0,1,1,#Div0,0.0,#Div0
surve,0,0,0,1,1,#Div0,0.0,#Div0
grown,0,1,0,2,3,#Div0,0.0,#Div0
tempted,0,0,0,1,1,#Div0,0.0,#Div0
leaving,0,2,0,2,4,#Div0,0.0,#Div0
carry,0,0,0,2,2,#Div0,0.0,#Div0
destination,0,2,0,1,3,#Div0,0.0,#Div0
higher,0,7,0,4,11,#Div0,0.0,#Div0
boundaries,0,0,0,1,1,#Div0,0.0,#Div0
hang,0,0,0,1,1,#Div0,0.0,#Div0
is,0,1023,0,1,1024,#Div0,0.0,#Div0
rule,0,1,0,1,2,#Div0,0.0,#Div0
overtaken,0,0,0,1,1,#Div0,0.0,#Div0
basing,0,0,0,1,1,#Div0,0.0,#Div0
deeper,0,0,0,5,5,#Div0,0.0,#Div0
litte,0,0,0,1,1,#Div0,0.0,#Div0
friendly,0,1,0,1,2,#Div0,0.0,#Div0
immerse,0,0,0,1,1,#Div0,0.0,#Div0
restriction,0,0,0,1,1,#Div0,0.0,#Div0
limitaions,0,0,0,1,1,#Div0,0.0,#Div0
actractivity,0,0,0,1,1,#Div0,0.0,#Div0
sources,0,3,0,2,5,#Div0,0.0,#Div0
surrounded,0,1,0,1,2,#Div0,0.0,#Div0
spent,0,1,0,3,4,#Div0,0.0,#Div0
children,0,25,0,1,26,#Div0,0.0,#Div0
stems,0,0,0,1,1,#Div0,0.0,#Div0
dicover,0,0,0,1,1,#Div0,0.0,#Div0
intruduced,0,0,0,1,1,#Div0,0.0,#Div0
create,0,8,0,2,10,#Div0,0.0,#Div0
playing,0,5,0,2,7,#Div0,0.0,#Div0
its,0,36,0,1,37,#Div0,0.0,#Div0
several,0,15,2,0,17,0.0,#Div0,#Div0
appriciate,0,0,0,3,3,#Div0,0.0,#Div0
loyalty,0,1,0,1,2,#Div0,0.0,#Div0
working,0,32,1,1,34,0.0,0.0,#Div0
collecting,0,0,0,1,1,#Div0,0.0,#Div0
repared,0,0,0,1,1,#Div0,0.0,#Div0
cool,0,2,0,1,3,#Div0,0.0,#Div0
changed,0,7,0,1,8,#Div0,0.0,#Div0
divided,0,0,0,1,1,#Div0,0.0,#Div0
pluck,0,0,0,1,1,#Div0,0.0,#Div0
eye,0,1,0,1,2,#Div0,0.0,#Div0
face,0,2,0,15,17,#Div0,0.0,#Div0
confident,0,3,0,1,4,#Div0,0.0,#Div0
pursuing,0,0,0,1,1,#Div0,0.0,#Div0
lost,0,10,0,2,12,#Div0,0.0,#Div0
spaces,0,0,0,1,1,#Div0,0.0,#Div0
core,0,1,0,3,4,#Div0,0.0,#Div0
healthier,0,0,0,1,1,#Div0,0.0,#Div0
born,0,3,0,2,5,#Div0,0.0,#Div0
call,0,6,1,0,7,0.0,#Div0,#Div0
mechanically,0,0,0,1,1,#Div0,0.0,#Div0
rush,0,0,0,1,1,#Div0,0.0,#Div0
outburst,0,0,0,1,1,#Div0,0.0,#Div0
weak,0,0,0,4,4,#Div0,0.0,#Div0
new,0,211,0,3,214,#Div0,0.0,#Div0
pains,0,0,0,1,1,#Div0,0.0,#Div0
leg,0,0,0,1,1,#Div0,0.0,#Div0
flexiblly,0,0,0,2,2,#Div0,0.0,#Div0
avoid,0,7,0,1,8,#Div0,0.0,#Div0
look,0,26,0,5,31,#Div0,0.0,#Div0
fantastic,0,1,0,1,2,#Div0,0.0,#Div0
attract,1,0,0,4,5,1.0,0.2,0.33333333333333337
broadn,0,0,0,1,1,#Div0,0.0,#Div0
role,0,8,0,1,9,#Div0,0.0,#Div0
suffer,0,0,0,1,1,#Div0,0.0,#Div0
smooth,0,0,0,1,1,#Div0,0.0,#Div0
meaningless,0,0,0,1,1,#Div0,0.0,#Div0
shrugged,0,0,0,1,1,#Div0,0.0,#Div0
against,0,6,0,1,7,#Div0,0.0,#Div0
stop,0,7,0,1,8,#Div0,0.0,#Div0
constraints,0,0,0,1,1,#Div0,0.0,#Div0
finding,0,2,0,1,3,#Div0,0.0,#Div0
trucks,0,0,0,1,1,#Div0,0.0,#Div0
virtue,0,0,0,1,1,#Div0,0.0,#Div0
Broad,0,0,0,1,1,#Div0,0.0,#Div0
fulfill,0,0,0,1,1,#Div0,0.0,#Div0
hassle,0,0,0,1,1,#Div0,0.0,#Div0
breaking,0,0,0,1,1,#Div0,0.0,#Div0
pass,0,1,0,1,2,#Div0,0.0,#Div0
search,0,5,1,1,7,0.0,0.0,#Div0
channels,0,0,0,1,1,#Div0,0.0,#Div0
confess,0,0,0,1,1,#Div0,0.0,#Div0
rising,0,0,0,1,1,#Div0,0.0,#Div0
intense,0,0,0,1,1,#Div0,0.0,#Div0
tons,0,0,0,1,1,#Div0,0.0,#Div0
powerfull,0,0,0,1,1,#Div0,0.0,#Div0
ranges,0,0,0,1,1,#Div0,0.0,#Div0
less,0,42,0,4,46,#Div0,0.0,#Div0
foretasted,0,0,0,1,1,#Div0,0.0,#Div0
demanding,0,0,0,1,1,#Div0,0.0,#Div0
resist,0,0,0,1,1,#Div0,0.0,#Div0
obstacle,0,0,0,2,2,#Div0,0.0,#Div0
supported,0,0,0,6,6,#Div0,0.0,#Div0
prepare,0,1,0,1,2,#Div0,0.0,#Div0
vertically,0,0,0,1,1,#Div0,0.0,#Div0
rough,0,1,0,1,2,#Div0,0.0,#Div0
blend,0,0,0,1,1,#Div0,0.0,#Div0
bare,0,0,0,1,1,#Div0,0.0,#Div0
driven,0,0,0,1,1,#Div0,0.0,#Div0
seize,0,0,0,1,1,#Div0,0.0,#Div0
see,0,55,0,5,60,#Div0,0.0,#Div0
revolution,0,0,0,3,3,#Div0,0.0,#Div0
ruining,0,0,0,4,4,#Div0,0.0,#Div0
many,0,200,20,0,220,0.0,#Div0,#Div0
range,0,8,0,1,9,#Div0,0.0,#Div0
coordinating,0,0,0,1,1,#Div0,0.0,#Div0
impression,0,7,0,1,8,#Div0,0.0,#Div0
limits,0,1,0,3,4,#Div0,0.0,#Div0
perspectives,0,0,0,2,2,#Div0,0.0,#Div0
ode,0,0,0,1,1,#Div0,0.0,#Div0
buy,0,42,0,1,43,#Div0,0.0,#Div0
emerge,0,0,0,1,1,#Div0,0.0,#Div0
key,0,1,0,3,4,#Div0,0.0,#Div0
Sorses,0,0,0,1,1,#Div0,0.0,#Div0
this,0,309,0,1,310,#Div0,0.0,#Div0
spreaded,0,0,0,1,1,#Div0,0.0,#Div0
primises,0,0,0,1,1,#Div0,0.0,#Div0
majority,0,1,0,1,2,#Div0,0.0,#Div0
catch,0,0,0,1,1,#Div0,0.0,#Div0
lack,0,5,0,2,7,#Div0,0.0,#Div0
conection,0,0,0,1,1,#Div0,0.0,#Div0
soft,0,0,0,1,1,#Div0,0.0,#Div0
aiming,0,0,0,1,1,#Div0,0.0,#Div0
