token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
However,0,65,0,0,65,#Div0,#Div0,#Div0
survey,0,2,0,0,2,#Div0,#Div0,#Div0
uncertainty,0,1,0,0,1,#Div0,#Div0,#Div0
generalists,0,1,0,0,1,#Div0,#Div0,#Div0
powers,0,1,0,0,1,#Div0,#Div0,#Div0
mostly,0,5,0,0,5,#Div0,#Div0,#Div0
eventually,0,6,0,0,6,#Div0,#Div0,#Div0
occasions,0,3,0,0,3,#Div0,#Div0,#Div0
doctorate,0,1,0,0,1,#Div0,#Div0,#Div0
preferences,0,4,0,0,4,#Div0,#Div0,#Div0
happenning,0,1,0,0,1,#Div0,#Div0,#Div0
Instead,0,6,0,0,6,#Div0,#Div0,#Div0
communications,0,1,0,0,1,#Div0,#Div0,#Div0
discussed,0,1,0,0,1,#Div0,#Div0,#Div0
leding,0,2,0,0,2,#Div0,#Div0,#Div0
5,0,2,0,0,2,#Div0,#Div0,#Div0
memory,0,9,0,0,9,#Div0,#Div0,#Div0
prsonal,0,1,0,0,1,#Div0,#Div0,#Div0
reasons,0,75,0,0,75,#Div0,#Div0,#Div0
manner,0,1,0,0,1,#Div0,#Div0,#Div0
opted,0,1,0,0,1,#Div0,#Div0,#Div0
waited,0,1,0,0,1,#Div0,#Div0,#Div0
abtain,0,1,0,0,1,#Div0,#Div0,#Div0
eary,0,1,0,0,1,#Div0,#Div0,#Div0
Thus,0,11,0,0,11,#Div0,#Div0,#Div0
emotion,0,1,0,0,1,#Div0,#Div0,#Div0
accesable,0,1,0,0,1,#Div0,#Div0,#Div0
experiance,0,2,0,0,2,#Div0,#Div0,#Div0
realized,0,4,0,0,4,#Div0,#Div0,#Div0
can,0,419,0,0,419,#Div0,#Div0,#Div0
another,0,34,0,0,34,#Div0,#Div0,#Div0
Mercedes,0,1,0,0,1,#Div0,#Div0,#Div0
actively,0,1,0,1,2,#Div0,0.0,#Div0
partying,0,1,0,0,1,#Div0,#Div0,#Div0
reservation,0,1,0,0,1,#Div0,#Div0,#Div0
satisfying,0,4,0,0,4,#Div0,#Div0,#Div0
doesent,0,1,0,0,1,#Div0,#Div0,#Div0
discovery,0,1,0,3,4,#Div0,0.0,#Div0
apple,0,1,0,0,1,#Div0,#Div0,#Div0
jungle,0,0,0,1,1,#Div0,0.0,#Div0
lisence,0,1,0,0,1,#Div0,#Div0,#Div0
elders,0,1,0,0,1,#Div0,#Div0,#Div0
expecially,0,1,0,0,1,#Div0,#Div0,#Div0
media,0,5,0,0,5,#Div0,#Div0,#Div0
engines,0,1,0,0,1,#Div0,#Div0,#Div0
ages,0,3,0,0,3,#Div0,#Div0,#Div0
seconds,0,1,0,0,1,#Div0,#Div0,#Div0
interact,0,5,0,1,6,#Div0,0.0,#Div0
houses,0,5,0,0,5,#Div0,#Div0,#Div0
sounding,0,1,0,0,1,#Div0,#Div0,#Div0
nessessaryily,0,1,0,0,1,#Div0,#Div0,#Div0
impression,0,7,0,1,8,#Div0,0.0,#Div0
preventing,0,1,0,0,1,#Div0,#Div0,#Div0
!,0,34,0,0,34,#Div0,#Div0,#Div0
seeking,0,1,0,0,1,#Div0,#Div0,#Div0
2006,0,1,0,0,1,#Div0,#Div0,#Div0
blend,0,0,0,1,1,#Div0,0.0,#Div0
graphic,0,4,0,0,4,#Div0,#Div0,#Div0
jams,0,0,0,1,1,#Div0,0.0,#Div0
tha,0,2,0,0,2,#Div0,#Div0,#Div0
tickets,0,1,0,0,1,#Div0,#Div0,#Div0
investing,0,1,0,0,1,#Div0,#Div0,#Div0
had,0,63,0,2,65,#Div0,0.0,#Div0
asset,0,0,0,1,1,#Div0,0.0,#Div0
broad,0,0,0,56,56,#Div0,0.0,#Div0
entertaiment,0,1,0,0,1,#Div0,#Div0,#Div0
specialised,0,1,0,0,1,#Div0,#Div0,#Div0
realy,0,2,0,0,2,#Div0,#Div0,#Div0
happened,0,10,0,0,10,#Div0,#Div0,#Div0
father,0,13,0,0,13,#Div0,#Div0,#Div0
hire,0,3,0,0,3,#Div0,#Div0,#Div0
unfortunetlly,0,1,0,0,1,#Div0,#Div0,#Div0
retirement,0,3,0,0,3,#Div0,#Div0,#Div0
simultaneously,0,1,0,0,1,#Div0,#Div0,#Div0
technologies,0,2,0,0,2,#Div0,#Div0,#Div0
someday,0,1,0,0,1,#Div0,#Div0,#Div0
pride,0,1,0,0,1,#Div0,#Div0,#Div0
It,0,117,0,0,117,#Div0,#Div0,#Div0
comminties,0,1,0,0,1,#Div0,#Div0,#Div0
page,0,1,0,0,1,#Div0,#Div0,#Div0
imposible,0,1,0,0,1,#Div0,#Div0,#Div0
fame,0,2,0,0,2,#Div0,#Div0,#Div0
alike,0,1,0,0,1,#Div0,#Div0,#Div0
loan,0,1,0,0,1,#Div0,#Div0,#Div0
margin,0,0,0,1,1,#Div0,0.0,#Div0
employee,0,1,0,0,1,#Div0,#Div0,#Div0
laziness,0,2,0,0,2,#Div0,#Div0,#Div0
environment,0,14,0,1,15,#Div0,0.0,#Div0
interviews,0,1,0,0,1,#Div0,#Div0,#Div0
drives,0,1,0,0,1,#Div0,#Div0,#Div0
bat,0,1,0,0,1,#Div0,#Div0,#Div0
acitivity,0,1,0,0,1,#Div0,#Div0,#Div0
recognized,0,1,0,0,1,#Div0,#Div0,#Div0
opssite,0,1,0,0,1,#Div0,#Div0,#Div0
restricted,0,0,0,1,1,#Div0,0.0,#Div0
swiming,0,1,0,0,1,#Div0,#Div0,#Div0
fiction,0,1,0,0,1,#Div0,#Div0,#Div0
guessed,0,1,0,0,1,#Div0,#Div0,#Div0
balls,0,1,0,0,1,#Div0,#Div0,#Div0
strectly,0,1,0,0,1,#Div0,#Div0,#Div0
avoid,0,7,0,1,8,#Div0,0.0,#Div0
serene,0,1,0,0,1,#Div0,#Div0,#Div0
towards,0,5,0,0,5,#Div0,#Div0,#Div0
Literature,0,1,0,0,1,#Div0,#Div0,#Div0
conclosion,0,1,0,0,1,#Div0,#Div0,#Div0
as,0,260,0,0,260,#Div0,#Div0,#Div0
horrifying,0,0,0,1,1,#Div0,0.0,#Div0
year,0,19,0,1,20,#Div0,0.0,#Div0
firm,0,2,0,0,2,#Div0,#Div0,#Div0
gain,0,4,0,3,7,#Div0,0.0,#Div0
unnatural,0,2,0,0,2,#Div0,#Div0,#Div0
poeople,0,1,0,0,1,#Div0,#Div0,#Div0
educated,0,9,0,0,9,#Div0,#Div0,#Div0
wouldl,0,1,0,0,1,#Div0,#Div0,#Div0
latest,0,4,0,0,4,#Div0,#Div0,#Div0
base,0,0,0,4,4,#Div0,0.0,#Div0
make,0,155,0,3,158,#Div0,0.0,#Div0
season,0,1,0,0,1,#Div0,#Div0,#Div0
simulate,0,1,0,0,1,#Div0,#Div0,#Div0
underlined,0,0,0,1,1,#Div0,0.0,#Div0
you,0,409,0,0,409,#Div0,#Div0,#Div0
truth,0,3,0,0,3,#Div0,#Div0,#Div0
memorize,0,7,0,0,7,#Div0,#Div0,#Div0
lerning,0,2,0,0,2,#Div0,#Div0,#Div0
Italian,0,4,0,0,4,#Div0,#Div0,#Div0
relying,0,0,0,1,1,#Div0,0.0,#Div0
hat,0,1,0,0,1,#Div0,#Div0,#Div0
comprehension,0,3,0,0,3,#Div0,#Div0,#Div0
hostile,0,1,0,0,1,#Div0,#Div0,#Div0
understad,0,1,0,0,1,#Div0,#Div0,#Div0
changeing,0,3,0,0,3,#Div0,#Div0,#Div0
amazing,0,2,0,0,2,#Div0,#Div0,#Div0
airoplanes,0,1,0,0,1,#Div0,#Div0,#Div0
upon,0,5,0,1,6,#Div0,0.0,#Div0
aspects,0,12,0,2,14,#Div0,0.0,#Div0
event,0,6,0,0,6,#Div0,#Div0,#Div0
foretasted,0,0,0,1,1,#Div0,0.0,#Div0
autum,0,0,0,1,1,#Div0,0.0,#Div0
personal,0,30,0,0,30,#Div0,#Div0,#Div0
Obviously,0,1,0,0,1,#Div0,#Div0,#Div0
istituations,0,1,0,0,1,#Div0,#Div0,#Div0
positoin,0,0,0,1,1,#Div0,0.0,#Div0
priceless,0,0,0,1,1,#Div0,0.0,#Div0
razor,0,1,0,0,1,#Div0,#Div0,#Div0
mobility,0,1,0,0,1,#Div0,#Div0,#Div0
Egipt,0,1,0,0,1,#Div0,#Div0,#Div0
paving,0,0,0,1,1,#Div0,0.0,#Div0
nessesary,0,2,0,0,2,#Div0,#Div0,#Div0
draw,0,1,0,1,2,#Div0,0.0,#Div0
collect,0,1,0,0,1,#Div0,#Div0,#Div0
badly,0,2,0,0,2,#Div0,#Div0,#Div0
philosopher,0,1,0,0,1,#Div0,#Div0,#Div0
Universities,0,1,0,0,1,#Div0,#Div0,#Div0
Web,0,2,0,0,2,#Div0,#Div0,#Div0
peaon,0,1,0,0,1,#Div0,#Div0,#Div0
conclusions,0,1,0,0,1,#Div0,#Div0,#Div0
programmers,0,1,0,0,1,#Div0,#Div0,#Div0
speacilize,0,2,0,0,2,#Div0,#Div0,#Div0
phrase,0,3,0,0,3,#Div0,#Div0,#Div0
scarce,0,1,0,0,1,#Div0,#Div0,#Div0
analysis,0,3,0,0,3,#Div0,#Div0,#Div0
colr,0,1,0,0,1,#Div0,#Div0,#Div0
statistical,0,1,0,0,1,#Div0,#Div0,#Div0
happning,0,1,0,0,1,#Div0,#Div0,#Div0
participate,0,3,0,0,3,#Div0,#Div0,#Div0
railways,0,1,0,0,1,#Div0,#Div0,#Div0
characterizes,0,1,0,0,1,#Div0,#Div0,#Div0
disappear,0,3,0,1,4,#Div0,0.0,#Div0
ca,0,20,0,0,20,#Div0,#Div0,#Div0
labtop,0,1,0,0,1,#Div0,#Div0,#Div0
embed,0,0,0,1,1,#Div0,0.0,#Div0
welcomed,0,1,0,0,1,#Div0,#Div0,#Div0
sticks,0,3,0,0,3,#Div0,#Div0,#Div0
teaching,0,9,0,0,9,#Div0,#Div0,#Div0
dancing,0,1,0,0,1,#Div0,#Div0,#Div0
leg,0,0,0,1,1,#Div0,0.0,#Div0
varied,0,1,0,0,1,#Div0,#Div0,#Div0
suffitient,0,1,0,0,1,#Div0,#Div0,#Div0
pourposes,0,1,0,0,1,#Div0,#Div0,#Div0
Super,0,3,0,0,3,#Div0,#Div0,#Div0
falling,0,1,0,0,1,#Div0,#Div0,#Div0
wiil,0,2,0,0,2,#Div0,#Div0,#Div0
established,0,3,0,3,6,#Div0,0.0,#Div0
tp,0,1,0,0,1,#Div0,#Div0,#Div0
woundered,0,1,0,0,1,#Div0,#Div0,#Div0
gathering,0,1,0,0,1,#Div0,#Div0,#Div0
languages,0,4,0,0,4,#Div0,#Div0,#Div0
Nevertheless,0,5,0,0,5,#Div0,#Div0,#Div0
i,0,143,0,0,143,#Div0,#Div0,#Div0
allergy,0,1,0,0,1,#Div0,#Div0,#Div0
strenght,0,0,0,1,1,#Div0,0.0,#Div0
vanish,0,0,0,1,1,#Div0,0.0,#Div0
comercials,0,1,0,0,1,#Div0,#Div0,#Div0
plenty,0,1,0,0,1,#Div0,#Div0,#Div0
Whatever,0,1,0,0,1,#Div0,#Div0,#Div0
diseases,0,2,0,0,2,#Div0,#Div0,#Div0
examples,0,17,0,0,17,#Div0,#Div0,#Div0
homes,0,2,0,0,2,#Div0,#Div0,#Div0
Hut,0,1,0,0,1,#Div0,#Div0,#Div0
advertising,0,8,0,0,8,#Div0,#Div0,#Div0
grandfather,0,3,0,0,3,#Div0,#Div0,#Div0
team,0,2,0,0,2,#Div0,#Div0,#Div0
customs,0,1,0,0,1,#Div0,#Div0,#Div0
sensations,0,2,0,0,2,#Div0,#Div0,#Div0
diet,0,1,0,0,1,#Div0,#Div0,#Div0
Especially,0,1,0,0,1,#Div0,#Div0,#Div0
considerations,0,1,0,0,1,#Div0,#Div0,#Div0
worked,0,11,0,0,11,#Div0,#Div0,#Div0
whole,0,8,0,2,10,#Div0,0.0,#Div0
politic,0,2,0,0,2,#Div0,#Div0,#Div0
sun,0,1,0,0,1,#Div0,#Div0,#Div0
donot,0,2,0,0,2,#Div0,#Div0,#Div0
Sok,0,2,0,0,2,#Div0,#Div0,#Div0
agroup,0,2,0,0,2,#Div0,#Div0,#Div0
Personally,0,1,0,0,1,#Div0,#Div0,#Div0
firmly,0,0,0,1,1,#Div0,0.0,#Div0
busy,0,11,0,2,13,#Div0,0.0,#Div0
soccer,0,5,0,0,5,#Div0,#Div0,#Div0
creative,0,4,0,0,4,#Div0,#Div0,#Div0
shoes,0,5,0,0,5,#Div0,#Div0,#Div0
obliges,0,0,0,1,1,#Div0,0.0,#Div0
ceareation,0,1,0,0,1,#Div0,#Div0,#Div0
shape,0,2,0,1,3,#Div0,0.0,#Div0
Third,0,7,0,0,7,#Div0,#Div0,#Div0
word,0,9,0,0,9,#Div0,#Div0,#Div0
problem,0,41,0,0,41,#Div0,#Div0,#Div0
benefit,0,7,0,0,7,#Div0,#Div0,#Div0
sacrificing,0,0,0,1,1,#Div0,0.0,#Div0
residents,0,4,0,0,4,#Div0,#Div0,#Div0
look,0,26,0,5,31,#Div0,0.0,#Div0
pat,0,1,0,0,1,#Div0,#Div0,#Div0
people,0,724,0,0,724,#Div0,#Div0,#Div0
enlarge,0,0,0,2,2,#Div0,0.0,#Div0
nearly,0,4,0,0,4,#Div0,#Div0,#Div0
scintefic,0,1,0,0,1,#Div0,#Div0,#Div0
bills,0,2,0,0,2,#Div0,#Div0,#Div0
entitled,0,1,0,0,1,#Div0,#Div0,#Div0
barter,0,1,0,0,1,#Div0,#Div0,#Div0
doesnt,0,2,0,0,2,#Div0,#Div0,#Div0
banks,0,1,0,0,1,#Div0,#Div0,#Div0
nurse,0,1,0,0,1,#Div0,#Div0,#Div0
starts,0,2,0,0,2,#Div0,#Div0,#Div0
choose,0,22,0,0,22,#Div0,#Div0,#Div0
Nonetheless,0,1,0,0,1,#Div0,#Div0,#Div0
majority,0,1,0,1,2,#Div0,0.0,#Div0
anymore,0,3,0,0,3,#Div0,#Div0,#Div0
inventores,0,1,0,0,1,#Div0,#Div0,#Div0
removes,0,1,0,0,1,#Div0,#Div0,#Div0
discovers,0,1,0,0,1,#Div0,#Div0,#Div0
shy,0,1,0,0,1,#Div0,#Div0,#Div0
appreciated,0,1,0,0,1,#Div0,#Div0,#Div0
training,0,1,0,0,1,#Div0,#Div0,#Div0
astonished,0,1,0,0,1,#Div0,#Div0,#Div0
discount,0,1,0,0,1,#Div0,#Div0,#Div0
priorities,0,1,0,0,1,#Div0,#Div0,#Div0
different,0,100,0,0,100,#Div0,#Div0,#Div0
Successful,0,4,0,0,4,#Div0,#Div0,#Div0
porpouse,0,1,0,0,1,#Div0,#Div0,#Div0
Thailand,0,3,0,0,3,#Div0,#Div0,#Div0
n,0,1,0,0,1,#Div0,#Div0,#Div0
largely,0,1,0,0,1,#Div0,#Div0,#Div0
literatures,0,1,0,0,1,#Div0,#Div0,#Div0
forced,0,0,0,4,4,#Div0,0.0,#Div0
pain,0,2,0,0,2,#Div0,#Div0,#Div0
gosships,0,1,0,0,1,#Div0,#Div0,#Div0
possible,0,20,0,0,20,#Div0,#Div0,#Div0
misleading,0,0,0,3,3,#Div0,0.0,#Div0
accept,0,4,0,0,4,#Div0,#Div0,#Div0
17,0,1,0,0,1,#Div0,#Div0,#Div0
communtity,0,2,0,0,2,#Div0,#Div0,#Div0
particularly,0,4,0,0,4,#Div0,#Div0,#Div0
gets,0,5,0,1,6,#Div0,0.0,#Div0
pace,0,0,0,1,1,#Div0,0.0,#Div0
wanted,0,7,0,0,7,#Div0,#Div0,#Div0
looks,0,5,0,0,5,#Div0,#Div0,#Div0
reasearhs,0,1,0,0,1,#Div0,#Div0,#Div0
charging,0,1,0,0,1,#Div0,#Div0,#Div0
stopped,0,1,0,0,1,#Div0,#Div0,#Div0
common,0,8,0,1,9,#Div0,0.0,#Div0
took,0,13,0,0,13,#Div0,#Div0,#Div0
experence,0,1,0,0,1,#Div0,#Div0,#Div0
wishes,0,1,0,0,1,#Div0,#Div0,#Div0
suuorted,0,1,0,0,1,#Div0,#Div0,#Div0
20,0,7,0,0,7,#Div0,#Div0,#Div0
verify,0,1,0,0,1,#Div0,#Div0,#Div0
kills,0,1,0,0,1,#Div0,#Div0,#Div0
anywhere,0,3,0,0,3,#Div0,#Div0,#Div0
Moreover,0,14,0,0,14,#Div0,#Div0,#Div0
external,0,2,0,0,2,#Div0,#Div0,#Div0
publics,0,1,0,0,1,#Div0,#Div0,#Div0
women,0,6,0,0,6,#Div0,#Div0,#Div0
role,0,8,0,1,9,#Div0,0.0,#Div0
picturelize,0,0,0,1,1,#Div0,0.0,#Div0
succesful,0,2,0,0,2,#Div0,#Div0,#Div0
link,0,1,0,0,1,#Div0,#Div0,#Div0
sexteen,0,1,0,0,1,#Div0,#Div0,#Div0
79,0,1,0,0,1,#Div0,#Div0,#Div0
article,0,4,0,0,4,#Div0,#Div0,#Div0
mentione,0,1,0,0,1,#Div0,#Div0,#Div0
affiord,0,1,0,0,1,#Div0,#Div0,#Div0
spent,0,1,0,3,4,#Div0,0.0,#Div0
consult,0,1,0,0,1,#Div0,#Div0,#Div0
members,0,8,0,0,8,#Div0,#Div0,#Div0
expectative,0,2,0,0,2,#Div0,#Div0,#Div0
talk,0,15,4,0,19,0.0,#Div0,#Div0
articles,0,1,0,0,1,#Div0,#Div0,#Div0
etter,0,1,0,0,1,#Div0,#Div0,#Div0
pensions,0,1,0,0,1,#Div0,#Div0,#Div0
offinsive,0,2,0,0,2,#Div0,#Div0,#Div0
experts,0,1,0,0,1,#Div0,#Div0,#Div0
speacialized,0,1,0,0,1,#Div0,#Div0,#Div0
sight,0,2,0,1,3,#Div0,0.0,#Div0
charity,0,2,0,0,2,#Div0,#Div0,#Div0
hospital,0,2,0,0,2,#Div0,#Div0,#Div0
takes,0,5,0,6,11,#Div0,0.0,#Div0
cousrse,0,1,0,0,1,#Div0,#Div0,#Div0
psychology,0,2,0,0,2,#Div0,#Div0,#Div0
nature,0,3,0,1,4,#Div0,0.0,#Div0
action,0,7,0,0,7,#Div0,#Div0,#Div0
unlikely,0,2,0,0,2,#Div0,#Div0,#Div0
introduce,0,2,0,0,2,#Div0,#Div0,#Div0
classroom,0,2,0,0,2,#Div0,#Div0,#Div0
engeneering,0,1,0,0,1,#Div0,#Div0,#Div0
tons,0,0,0,1,1,#Div0,0.0,#Div0
Center,0,1,0,0,1,#Div0,#Div0,#Div0
finding,0,2,0,1,3,#Div0,0.0,#Div0
grasping,0,0,0,1,1,#Div0,0.0,#Div0
enjoy,0,107,0,0,107,#Div0,#Div0,#Div0
shift,0,0,0,1,1,#Div0,0.0,#Div0
restrict,0,1,0,1,2,#Div0,0.0,#Div0
introduing,0,1,0,0,1,#Div0,#Div0,#Div0
instrument,0,1,0,0,1,#Div0,#Div0,#Div0
creativety,0,1,0,0,1,#Div0,#Div0,#Div0
UK,0,1,0,0,1,#Div0,#Div0,#Div0
instruction,0,1,0,0,1,#Div0,#Div0,#Div0
vaction,0,2,0,0,2,#Div0,#Div0,#Div0
traveling,0,73,0,0,73,#Div0,#Div0,#Div0
avalible,0,0,0,1,1,#Div0,0.0,#Div0
Saudi,0,2,0,0,2,#Div0,#Div0,#Div0
ner,0,1,0,0,1,#Div0,#Div0,#Div0
mails,0,1,0,0,1,#Div0,#Div0,#Div0
Sunday,0,2,0,0,2,#Div0,#Div0,#Div0
girl,0,2,0,0,2,#Div0,#Div0,#Div0
miss,0,1,0,4,5,#Div0,0.0,#Div0
whenevere,0,1,0,0,1,#Div0,#Div0,#Div0
differents,0,2,0,0,2,#Div0,#Div0,#Div0
backgrounds,0,1,0,1,2,#Div0,0.0,#Div0
Many,0,12,0,0,12,#Div0,#Div0,#Div0
dress,0,2,0,0,2,#Div0,#Div0,#Div0
20th,0,1,0,0,1,#Div0,#Div0,#Div0
stone,0,4,0,0,4,#Div0,#Div0,#Div0
beauties,0,3,0,0,3,#Div0,#Div0,#Div0
Unless,0,2,0,0,2,#Div0,#Div0,#Div0
divisions,0,1,0,0,1,#Div0,#Div0,#Div0
com,0,1,0,0,1,#Div0,#Div0,#Div0
aprroved,0,1,0,0,1,#Div0,#Div0,#Div0
enerything,0,1,0,0,1,#Div0,#Div0,#Div0
semester,0,0,0,2,2,#Div0,0.0,#Div0
Wouldnt,0,1,0,0,1,#Div0,#Div0,#Div0
painfully,0,1,0,0,1,#Div0,#Div0,#Div0
Meeting,0,1,0,0,1,#Div0,#Div0,#Div0
completed,0,1,0,0,1,#Div0,#Div0,#Div0
expanded,0,0,0,2,2,#Div0,0.0,#Div0
ridiculous,0,1,0,0,1,#Div0,#Div0,#Div0
roam,0,0,0,1,1,#Div0,0.0,#Div0
citizens,0,1,0,0,1,#Div0,#Div0,#Div0
percentage,0,1,0,0,1,#Div0,#Div0,#Div0
lovley,0,1,0,0,1,#Div0,#Div0,#Div0
ago,0,11,0,0,11,#Div0,#Div0,#Div0
race,0,3,0,0,3,#Div0,#Div0,#Div0
Nice,0,1,0,0,1,#Div0,#Div0,#Div0
colors,0,2,0,0,2,#Div0,#Div0,#Div0
placing,0,2,0,0,2,#Div0,#Div0,#Div0
custemer,0,1,0,0,1,#Div0,#Div0,#Div0
specialization,0,14,0,0,14,#Div0,#Div0,#Div0
manage,0,0,0,2,2,#Div0,0.0,#Div0
approach,0,1,0,8,9,#Div0,0.0,#Div0
dots,0,0,0,1,1,#Div0,0.0,#Div0
percent,0,1,0,1,2,#Div0,0.0,#Div0
laws,0,4,0,0,4,#Div0,#Div0,#Div0
came,0,7,0,1,8,#Div0,0.0,#Div0
wife,0,3,0,0,3,#Div0,#Div0,#Div0
destinaion,0,1,0,0,1,#Div0,#Div0,#Div0
economical,0,4,0,0,4,#Div0,#Div0,#Div0
so-called,0,2,0,0,2,#Div0,#Div0,#Div0
26,0,2,0,0,2,#Div0,#Div0,#Div0
walking,0,1,0,0,1,#Div0,#Div0,#Div0
drivers,0,2,0,0,2,#Div0,#Div0,#Div0
re,0,8,0,0,8,#Div0,#Div0,#Div0
additional,0,1,0,0,1,#Div0,#Div0,#Div0
independantly,0,1,0,0,1,#Div0,#Div0,#Div0
carefully,0,3,0,0,3,#Div0,#Div0,#Div0
bridges,0,1,0,0,1,#Div0,#Div0,#Div0
uncomfrtable,0,1,0,0,1,#Div0,#Div0,#Div0
glass,0,1,0,0,1,#Div0,#Div0,#Div0
branding,0,3,0,0,3,#Div0,#Div0,#Div0
barely,0,2,0,0,2,#Div0,#Div0,#Div0
litrature,0,1,0,0,1,#Div0,#Div0,#Div0
A,0,27,0,0,27,#Div0,#Div0,#Div0
thinker,0,1,0,0,1,#Div0,#Div0,#Div0
observe,0,1,0,0,1,#Div0,#Div0,#Div0
amusing,0,1,0,0,1,#Div0,#Div0,#Div0
beach,0,1,0,0,1,#Div0,#Div0,#Div0
answered,0,1,0,0,1,#Div0,#Div0,#Div0
Before,0,6,0,0,6,#Div0,#Div0,#Div0
cases,0,6,0,0,6,#Div0,#Div0,#Div0
acadimic,0,1,0,0,1,#Div0,#Div0,#Div0
enough,0,57,0,0,57,#Div0,#Div0,#Div0
atrticals,0,1,0,0,1,#Div0,#Div0,#Div0
ignore,0,2,0,0,2,#Div0,#Div0,#Div0
adventures,0,2,0,0,2,#Div0,#Div0,#Div0
happy,0,15,0,0,15,#Div0,#Div0,#Div0
foods,0,2,0,0,2,#Div0,#Div0,#Div0
mainly,0,4,0,0,4,#Div0,#Div0,#Div0
comming,0,1,0,0,1,#Div0,#Div0,#Div0
effective,0,7,0,0,7,#Div0,#Div0,#Div0
hairs,0,1,0,0,1,#Div0,#Div0,#Div0
ofcourse,0,1,0,0,1,#Div0,#Div0,#Div0
Twenty,0,1,0,0,1,#Div0,#Div0,#Div0
In,0,189,0,0,189,#Div0,#Div0,#Div0
nine,0,1,0,0,1,#Div0,#Div0,#Div0
mentality,0,4,0,0,4,#Div0,#Div0,#Div0
white-coloured,0,1,0,0,1,#Div0,#Div0,#Div0
withdraw,0,1,0,0,1,#Div0,#Div0,#Div0
paragraphs,0,1,0,0,1,#Div0,#Div0,#Div0
enter,0,3,1,0,4,0.0,#Div0,#Div0
Being,0,1,0,0,1,#Div0,#Div0,#Div0
electrical,0,1,0,0,1,#Div0,#Div0,#Div0
Men,0,1,0,0,1,#Div0,#Div0,#Div0
unluckily,0,1,0,0,1,#Div0,#Div0,#Div0
nicer,0,1,0,0,1,#Div0,#Div0,#Div0
figured,0,1,0,0,1,#Div0,#Div0,#Div0
relative,0,2,0,0,2,#Div0,#Div0,#Div0
certain,0,20,0,0,20,#Div0,#Div0,#Div0
Habitat,0,1,0,0,1,#Div0,#Div0,#Div0
department,0,1,0,0,1,#Div0,#Div0,#Div0
Itlay,0,1,0,0,1,#Div0,#Div0,#Div0
fixed,0,0,0,1,1,#Div0,0.0,#Div0
substitute,0,1,0,0,1,#Div0,#Div0,#Div0
overcome,0,0,0,3,3,#Div0,0.0,#Div0
reliable,0,2,0,0,2,#Div0,#Div0,#Div0
carry,0,0,0,2,2,#Div0,0.0,#Div0
web,0,1,0,0,1,#Div0,#Div0,#Div0
independant,0,1,0,0,1,#Div0,#Div0,#Div0
insomnia,0,1,0,0,1,#Div0,#Div0,#Div0
exotic,0,0,0,1,1,#Div0,0.0,#Div0
hands,0,3,0,0,3,#Div0,#Div0,#Div0
Ferrari,0,1,0,0,1,#Div0,#Div0,#Div0
generalist,0,1,0,0,1,#Div0,#Div0,#Div0
formulas,0,7,0,0,7,#Div0,#Div0,#Div0
importants,0,1,0,0,1,#Div0,#Div0,#Div0
touched,0,0,0,2,2,#Div0,0.0,#Div0
succeeded,0,5,0,0,5,#Div0,#Div0,#Div0
broader,0,0,0,6,6,#Div0,0.0,#Div0
successed,0,3,0,0,3,#Div0,#Div0,#Div0
communism,0,1,0,0,1,#Div0,#Div0,#Div0
Folowing,0,1,0,0,1,#Div0,#Div0,#Div0
environmentally,0,1,0,0,1,#Div0,#Div0,#Div0
Venezuela,0,1,0,0,1,#Div0,#Div0,#Div0
comfortably,0,0,0,1,1,#Div0,0.0,#Div0
successs,0,1,0,0,1,#Div0,#Div0,#Div0
strict,0,0,0,1,1,#Div0,0.0,#Div0
duty,0,2,0,0,2,#Div0,#Div0,#Div0
peple,0,1,0,0,1,#Div0,#Div0,#Div0
clacson,0,1,0,0,1,#Div0,#Div0,#Div0
oppose,0,1,0,0,1,#Div0,#Div0,#Div0
funny,0,3,0,0,3,#Div0,#Div0,#Div0
quit,0,2,0,0,2,#Div0,#Div0,#Div0
showed,0,9,0,0,9,#Div0,#Div0,#Div0
printing,0,1,0,0,1,#Div0,#Div0,#Div0
spraying,0,2,0,0,2,#Div0,#Div0,#Div0
stupid,0,0,0,1,1,#Div0,0.0,#Div0
tends,0,1,0,0,1,#Div0,#Div0,#Div0
everybody,0,9,0,0,9,#Div0,#Div0,#Div0
subjet,0,1,0,0,1,#Div0,#Div0,#Div0
invint,0,1,0,0,1,#Div0,#Div0,#Div0
resons,0,3,0,0,3,#Div0,#Div0,#Div0
responsibilies,0,1,0,0,1,#Div0,#Div0,#Div0
Certainly,0,1,0,0,1,#Div0,#Div0,#Div0
counties,0,1,0,0,1,#Div0,#Div0,#Div0
brith,0,0,0,1,1,#Div0,0.0,#Div0
robot,0,2,0,0,2,#Div0,#Div0,#Div0
comfetable,0,1,0,1,2,#Div0,0.0,#Div0
anxiety,0,1,0,0,1,#Div0,#Div0,#Div0
experienced,0,10,0,0,10,#Div0,#Div0,#Div0
country,0,45,0,0,45,#Div0,#Div0,#Div0
precious,0,1,0,2,3,#Div0,0.0,#Div0
OK,0,1,0,0,1,#Div0,#Div0,#Div0
governments,0,2,0,0,2,#Div0,#Div0,#Div0
attention,0,9,0,0,9,#Div0,#Div0,#Div0
