instruments, 1, 1
message, 1, 1
carrier, 1, 0
increases, 1, 1
refines, 1, 0
messages, 1, 0
carried, 1, 0
carry, 1, 0
shiny, 1, 0
cheap, 1, 6
teach, 1, 8
most, 1, 95
familiar, 1, 2
gaining, 1, 1
areas, 1, 6
intensity, 1, 0
blast, 1, 0
immerse, 1, 0
worlds, 1, 0
floor, 1, 0
reward, 1, 0
sorses, 1, 0
Sorses, 1, 0
fitting, 1, 0
tempted, 1, 0
responds, 1, 0
achieved, 1, 3
overwhelm, 1, 0
throw, 1, 0
actractivity, 1, 0
impact, 1, 0
law, 1, 13
goes, 1, 7
thru, 1, 0
forces, 1, 2
unstable, 1, 0
under, 1, 2
easy, 1, 20
protected, 1, 0
judging, 1, 0
advanced, 1, 3
backgrounds, 1, 1
angles, 1, 1
concentrates, 1, 0
area, 1, 5
supporting, 1, 0
spenting, 1, 0
role, 1, 8
spaces, 1, 0
lower, 1, 4
cheet, 1, 0
reject, 1, 0
enemys, 1, 0
task, 1, 1
rejected, 1, 2
model, 1, 5
rigid, 1, 0
dagerous, 1, 0
dagerousness, 1, 0
Greenhouse, 1, 0
kill, 1, 0
shape, 1, 2
harm, 1, 1
spots, 1, 1
resist, 1, 0
repared, 1, 0
enlargement, 1, 0
bare, 1, 0
max, 1, 0
calculate, 1, 0
false, 1, 5
vibrant, 1, 0
security, 1, 5
environement, 1, 0
held, 1, 0
collected, 1, 0
emerge, 1, 0
population, 1, 17
breakdown, 1, 0
breaking, 1, 0
tough, 1, 4
tied, 1, 0
obstacles, 1, 0
connecting, 1, 0
fought, 1, 0
pains, 1, 0
progres, 1, 0
control, 1, 3
greater, 1, 5
driven, 1, 0
flowing, 1, 0
quickly, 1, 6
children, 1, 25
near, 1, 0
sons, 1, 0
perspective, 1, 2
consequences, 1, 3
environment, 1, 14
starting, 1, 2
enlarge, 1, 0
battles, 1, 0
remain, 1, 1
gifted, 1, 0
weight, 1, 1
crash, 1, 0
see, 1, 32
ranges, 1, 0
soft, 1, 0
sight, 1, 2
telling, 1, 1
multiplying, 1, 0
outburst, 1, 0
settle, 1, 0
peak, 1, 0
shine, 1, 0
roam, 1, 0
comfortably, 1, 0
multiply, 1, 0
save, 1, 3
common, 1, 8
range, 1, 8
taught, 1, 7
make, 1, 95
dominated, 1, 0
surrounded, 1, 1
deely, 1, 0
appeal, 1, 0
activate, 1, 0
comforatable, 1, 0
substained, 1, 0
prepare, 1, 0
cleary, 1, 0
restriction, 1, 0
accidently, 1, 0
coordinating, 1, 0
suit, 1, 0
bond, 1, 0
interact, 1, 5
colder, 1, 0
strict, 1, 0
wastful, 1, 0
promoting, 1, 2
encourages, 1, 1
Advancement, 1, 0
advancing, 1, 0
circle, 1, 0
working, 1, 31
form, 1, 4
struggle, 1, 0
somewhere, 1, 4
restricted, 1, 0
phases, 1, 0
written, 1, 5
seize, 1, 0
doors, 1, 1
closed, 1, 0
pursuing, 1, 0
struck, 1, 0
competition, 1, 0
fill, 1, 0
stay, 1, 5
reduces, 1, 0
relying, 1, 0
safety, 1, 4
shattered, 1, 0
nightmare, 1, 0
relay, 1, 0
need, 1, 53
faced, 1, 0
closer, 1, 0
strengthen, 1, 0
bonds, 1, 0
warmth, 1, 0
long, 1, 22
points, 1, 3
person, 1, 131
relationship, 1, 2
receive, 1, 2
energy, 1, 23
hundred, 1, 0
percent, 1, 1
litte, 1, 0
straight, 1, 0
actively, 1, 1
stuffed, 1, 0
blocked, 1, 0
jungle, 1, 0
this, 1, 309
experiments, 1, 0
collecting, 1, 0
made, 1, 32
warmly, 1, 0
valued, 1, 0
primises, 1, 0
saved, 1, 2
burst, 1, 0
destroying, 1, 1
its, 1, 36
friendly, 1, 1
attached, 1, 0
diminish, 1, 1
cut, 1, 2
off, 1, 3
precious, 1, 1
loose, 1, 0
advantages, 1, 13
advatages, 1, 0
picturelize, 1, 0
mess, 1, 0
dreams, 1, 1
loosing, 1, 0
promote, 1, 1
semesters, 1, 0
year, 1, 19
lies, 1, 1
spring, 1, 0
green, 1, 0
majority, 1, 1
autum, 1, 0
shed, 1, 0
perception, 1, 0
rule, 1, 1
bravery, 1, 0
scheme, 1, 0
proportion, 1, 0
dispose, 1, 0
forbidden, 1, 0
proportioned, 1, 0
experiment, 1, 4
prized, 1, 0
fundamental, 1, 1
balanced, 1, 0
Getting, 1, 0
improvment, 1, 0
getting, 1, 21
providing, 1, 0
fruitful, 1, 0
pushs, 1, 0
surronded, 1, 0
tons, 1, 0
cool, 1, 2
cutting-edge, 1, 0
pop, 1, 0
illustrated, 1, 1
evolved, 1, 0
loyalty, 1, 1
static, 1, 0
price, 1, 13
keep-it-safe, 1, 0
followed, 1, 2
abandon, 1, 0
measure, 1, 0
fresh, 1, 2
paving, 1, 0
risk, 1, 19
optimize, 1, 0
widening, 1, 0
sector, 1, 1
bit, 1, 2
carries, 1, 0
pictures, 1, 1
contribut, 1, 0
addicted, 1, 0
dedicates, 1, 0
throwing, 1, 0
serious, 1, 4
stood, 1, 0
conection, 1, 0
village, 1, 0
shier, 1, 0
extract, 1, 0
two, 1, 32
coin, 1, 0
acquired, 1, 3
fixing, 1, 0
impression, 1, 7
building, 1, 5
depicted, 1, 0
basing, 1, 0
habbits, 1, 0
attact, 1, 0
means, 1, 29
send, 1, 1
messege, 1, 0
explosion, 1, 0
isolte, 1, 0
nearer, 1, 0
stems, 1, 0
vertically, 1, 0
isolated, 1, 0
richness, 1, 0
knowled, 1, 0
covers, 1, 0
conduct, 1, 0
suffer, 1, 0
approaching, 1, 0
simple, 1, 5
derives, 1, 0
dicover, 1, 0
passions, 1, 0
downsides, 1, 0
underlined, 1, 0
underline, 1, 0
endure, 1, 0
old-men, 1, 0
opened, 1, 0
craizy, 1, 0
discoverd, 1, 0
suffuring, 1, 0
arm, 1, 0
and, 1, 1557
leg, 1, 0
chalinging, 1, 0
vanish, 1, 0
wrning, 1, 0
defended, 1, 0
neutral, 1, 0
highlights, 1, 0
overpushed, 1, 0
channels, 1, 0
avoided, 1, 2
conception, 1, 0
avalible, 1, 0
availible, 1, 0
felt, 1, 4
feel, 1, 23
led, 1, 28
class, 1, 17
places, 1, 43
connections, 1, 0
stupid, 1, 0
come, 1, 11
help, 1, 84
dots, 1, 0
endless, 1, 0
brings, 1, 9
distract, 1, 0
limitations, 1, 0
limitaions, 1, 0
hassle, 1, 0
complexities, 1, 0
devoting, 1, 0
sacrificing, 1, 0
example, 1, 137
allocating, 1, 0
eye, 1, 1
opener, 1, 0
horrifying, 1, 0
positoin, 1, 0
aiming, 1, 0
broke, 1, 1
tones, 1, 0
explore, 1, 2
shallow, 1, 0
at, 1, 130
meaningless, 1, 0
destination, 1, 2
drop, 1, 0
superficial, 1, 0
meaninngless, 1, 0
trucks, 1, 0
mislead, 1, 0
compel, 1, 0
developed, 1, 8
play, 1, 2
besic, 1, 0
extend, 1, 0
master, 1, 0
useful, 1, 26
supplyment, 1, 0
attracted, 1, 0
legend, 1, 0
target, 1, 0
mamage, 1, 0
tolerance, 1, 0
dragged, 1, 0
conciliating, 1, 0
tolerating, 1, 0
horizontal, 1, 0
grade, 1, 2
jams, 1, 0
shrink, 1, 0
Taking, 1, 1
atomosphere, 1, 0
firmly, 1, 0
provide, 1, 6
asking, 1, 3
rewarded, 1, 0
devices, 1, 1
passed, 1, 0
suport, 1, 0
balance, 1, 0
spreaded, 1, 0
conduce, 1, 0
cutting, 1, 0
edge, 1, 0
contributes, 1, 0
complement, 1, 0
expressing, 1, 1
actor, 1, 0
outsiders, 1, 0
draw, 1, 1
One, 1, 13
other, 1, 138
adventure, 1, 5
flower, 1, 0
kings, 1, 0
constraints, 1, 0
rapidly, 1, 3
accelerating, 1, 0
overtaken, 1, 0
stars, 1, 0
demands, 1, 2
imposed, 1, 0
sit, 1, 0
kept, 1, 1
runs, 1, 0
confines, 1, 0
reflects, 1, 0
tasteless, 1, 0
door, 1, 0
finding, 1, 2
attribute, 1, 0
ode, 1, 0
overcome, 1, 0
demanding, 1, 0
boundaries, 1, 0
sends, 1, 0
relied, 1, 0
upon, 1, 5
remote, 1, 1
contributing, 1, 0
signs, 1, 0
unreal, 1, 0
rules, 1, 2
feed, 1, 1
changed, 1, 7
preserving, 1, 0
life, 1, 243
formed, 1, 0
concentrated, 1, 0
sacrifice, 1, 0
left, 1, 2
confortable, 1, 0
secure, 1, 0
confess, 1, 0
traditional, 1, 2
worth, 1, 1
courage, 1, 6
following, 1, 9
keeping, 1, 2
worthless, 1, 0
rare, 1, 0
case, 1, 27
challenge, 1, 2
loses, 1, 0
priceless, 1, 0
difficult, 1, 30
deliver, 1, 0
roots, 1, 0
linked, 1, 0
works, 1, 16
piece, 1, 0
surve, 1, 0
introduced, 1, 1
intruduced, 1, 0
intoduced, 1, 0
manage, 1, 0
contained, 1, 0
filling, 1, 0
sorrounds, 1, 0
strictly, 1, 0
undermine, 1, 0
potentials, 1, 0
margin, 1, 0
slower, 1, 0
killers, 1, 0
hiding, 1, 0
tells, 1, 5
stricted, 1, 0
using, 1, 34
