token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
univeristy,0,0,1,0,1,#Div0,#Div0,#Div0
cram,0,1,0,0,1,0.0,#Div0,#Div0
sight,0,0,1,0,1,#Div0,#Div0,#Div0
diet,0,0,1,0,1,#Div0,#Div0,#Div0
regarding,0,0,5,0,5,#Div0,#Div0,#Div0
fees,0,0,1,0,1,#Div0,#Div0,#Div0
details,0,0,2,0,2,#Div0,#Div0,#Div0
long,0,0,10,2,12,#Div0,0.0,#Div0
called,0,0,12,0,12,#Div0,#Div0,#Div0
previous,0,0,1,0,1,#Div0,#Div0,#Div0
advertized,0,0,1,0,1,#Div0,#Div0,#Div0
machine,0,0,1,0,1,#Div0,#Div0,#Div0
ethinic,0,0,1,0,1,#Div0,#Div0,#Div0
earning,0,0,1,0,1,#Div0,#Div0,#Div0
affected,0,0,2,0,2,#Div0,#Div0,#Div0
everyting,0,0,1,0,1,#Div0,#Div0,#Div0
opportunity,0,0,2,0,2,#Div0,#Div0,#Div0
definite,0,0,1,0,1,#Div0,#Div0,#Div0
attained,0,0,1,0,1,#Div0,#Div0,#Div0
watched,0,0,2,0,2,#Div0,#Div0,#Div0
describes,0,0,2,0,2,#Div0,#Div0,#Div0
time-consuming,0,0,0,2,2,#Div0,0.0,#Div0
diffused,0,0,0,1,1,#Div0,0.0,#Div0
decreasing,0,0,1,0,1,#Div0,#Div0,#Div0
passing,0,0,1,0,1,#Div0,#Div0,#Div0
Soft,0,0,3,0,3,#Div0,#Div0,#Div0
child,0,0,1,0,1,#Div0,#Div0,#Div0
conclude,0,0,5,0,5,#Div0,#Div0,#Div0
duties,0,0,1,0,1,#Div0,#Div0,#Div0
companions,0,0,1,0,1,#Div0,#Div0,#Div0
says,0,0,4,0,4,#Div0,#Div0,#Div0
X,0,0,1,0,1,#Div0,#Div0,#Div0
discussed,0,0,1,0,1,#Div0,#Div0,#Div0
regard,0,0,1,0,1,#Div0,#Div0,#Div0
gain,0,0,4,3,7,#Div0,0.0,#Div0
observed,0,0,3,0,3,#Div0,#Div0,#Div0
hands,0,0,1,0,1,#Div0,#Div0,#Div0
informations,0,0,1,0,1,#Div0,#Div0,#Div0
tax,0,0,1,0,1,#Div0,#Div0,#Div0
foresee,0,0,1,0,1,#Div0,#Div0,#Div0
playing,2,2,3,0,7,0.5,1.0,0.6666666666666666
interesting,0,2,7,0,9,0.0,#Div0,#Div0
aobut,0,0,1,0,1,#Div0,#Div0,#Div0
thats,0,0,1,0,1,#Div0,#Div0,#Div0
underlined,0,0,0,1,1,#Div0,0.0,#Div0
allowed,0,0,4,0,4,#Div0,#Div0,#Div0
Linux,0,0,1,0,1,#Div0,#Div0,#Div0
relieved,0,0,1,0,1,#Div0,#Div0,#Div0
historical,0,0,6,0,6,#Div0,#Div0,#Div0
exaggerate,0,0,1,0,1,#Div0,#Div0,#Div0
sources,0,0,4,2,6,#Div0,0.0,#Div0
sandwich,0,0,1,0,1,#Div0,#Div0,#Div0
worrying,0,0,1,0,1,#Div0,#Div0,#Div0
Regarding,0,0,1,0,1,#Div0,#Div0,#Div0
grant,0,0,1,1,2,#Div0,0.0,#Div0
Ali,0,0,1,0,1,#Div0,#Div0,#Div0
sick,0,1,0,0,1,0.0,#Div0,#Div0
casualties,0,1,0,0,1,0.0,#Div0,#Div0
solve,0,0,7,0,7,#Div0,#Div0,#Div0
stress,0,0,3,0,3,#Div0,#Div0,#Div0
Imagine,0,0,1,0,1,#Div0,#Div0,#Div0
concepts,0,0,6,0,6,#Div0,#Div0,#Div0
physical,0,0,6,0,6,#Div0,#Div0,#Div0
approaching,0,0,0,1,1,#Div0,0.0,#Div0
Society,0,0,1,0,1,#Div0,#Div0,#Div0
trains,0,0,4,0,4,#Div0,#Div0,#Div0
growths,0,0,1,0,1,#Div0,#Div0,#Div0
short,0,0,10,0,10,#Div0,#Div0,#Div0
credible,0,0,1,0,1,#Div0,#Div0,#Div0
haveing,0,0,1,0,1,#Div0,#Div0,#Div0
youg,0,0,1,0,1,#Div0,#Div0,#Div0
solid,0,0,0,1,1,#Div0,0.0,#Div0
hope,0,0,1,0,1,#Div0,#Div0,#Div0
according,0,0,6,0,6,#Div0,#Div0,#Div0
save,0,0,5,3,8,#Div0,0.0,#Div0
wooden,0,0,1,0,1,#Div0,#Div0,#Div0
natural,0,0,1,1,2,#Div0,0.0,#Div0
statement,0,0,1,0,1,#Div0,#Div0,#Div0
comprehending,0,0,1,0,1,#Div0,#Div0,#Div0
accept,0,0,4,0,4,#Div0,#Div0,#Div0
deciding,0,0,1,0,1,#Div0,#Div0,#Div0
point,0,0,10,2,12,#Div0,0.0,#Div0
team,0,0,1,0,1,#Div0,#Div0,#Div0
participating,0,0,2,0,2,#Div0,#Div0,#Div0
private,0,0,10,1,11,#Div0,0.0,#Div0
pride,0,0,1,0,1,#Div0,#Div0,#Div0
philosophical,0,0,1,0,1,#Div0,#Div0,#Div0
convinced,0,0,7,0,7,#Div0,#Div0,#Div0
profitable,0,0,1,0,1,#Div0,#Div0,#Div0
conditions,0,0,3,0,3,#Div0,#Div0,#Div0
comes,0,1,8,2,11,0.0,0.0,#Div0
idea,0,0,5,0,5,#Div0,#Div0,#Div0
goal,0,0,2,1,3,#Div0,0.0,#Div0
based,0,0,6,12,18,#Div0,0.0,#Div0
possitive,0,0,1,0,1,#Div0,#Div0,#Div0
deep-snow,0,0,1,0,1,#Div0,#Div0,#Div0
walking,0,0,1,0,1,#Div0,#Div0,#Div0
utilize,0,0,1,0,1,#Div0,#Div0,#Div0
Angry,0,0,1,0,1,#Div0,#Div0,#Div0
trafic,0,0,1,0,1,#Div0,#Div0,#Div0
strongly,0,0,0,1,1,#Div0,0.0,#Div0
diminish,0,0,1,1,2,#Div0,0.0,#Div0
efficient,0,0,1,0,1,#Div0,#Div0,#Div0
sixteen,0,0,1,0,1,#Div0,#Div0,#Div0
simultaneous,0,0,1,0,1,#Div0,#Div0,#Div0
additional,0,0,1,0,1,#Div0,#Div0,#Div0
cleaning,0,0,2,0,2,#Div0,#Div0,#Div0
regardless,0,0,2,0,2,#Div0,#Div0,#Div0
alternative,0,0,3,0,3,#Div0,#Div0,#Div0
vegetable,0,0,1,0,1,#Div0,#Div0,#Div0
Direct,0,0,1,0,1,#Div0,#Div0,#Div0
School,0,0,1,0,1,#Div0,#Div0,#Div0
faster,0,0,1,0,1,#Div0,#Div0,#Div0
planned,0,0,2,0,2,#Div0,#Div0,#Div0
According,0,0,3,0,3,#Div0,#Div0,#Div0
leaning,0,0,5,0,5,#Div0,#Div0,#Div0
existed,0,0,2,0,2,#Div0,#Div0,#Div0
Reducing,0,0,1,0,1,#Div0,#Div0,#Div0
cities,0,0,3,0,3,#Div0,#Div0,#Div0
implies,0,0,2,0,2,#Div0,#Div0,#Div0
King,0,0,1,0,1,#Div0,#Div0,#Div0
facility,0,0,1,0,1,#Div0,#Div0,#Div0
ways,0,0,2,2,4,#Div0,0.0,#Div0
specialization,0,0,1,0,1,#Div0,#Div0,#Div0
eith,0,0,1,0,1,#Div0,#Div0,#Div0
started,0,0,7,0,7,#Div0,#Div0,#Div0
ther,0,0,1,0,1,#Div0,#Div0,#Div0
popular,0,0,6,0,6,#Div0,#Div0,#Div0
referenced,0,0,1,0,1,#Div0,#Div0,#Div0
overtaken,0,0,0,1,1,#Div0,0.0,#Div0
in,0,0,0,3,3,#Div0,0.0,#Div0
quiting,0,0,1,0,1,#Div0,#Div0,#Div0
prepared,0,0,5,0,5,#Div0,#Div0,#Div0
Moving,0,0,0,1,1,#Div0,0.0,#Div0
uses,0,0,3,0,3,#Div0,#Div0,#Div0
friendly,0,0,0,1,1,#Div0,0.0,#Div0
eventual,0,0,1,0,1,#Div0,#Div0,#Div0
urges,0,0,1,0,1,#Div0,#Div0,#Div0
Talking,0,0,1,0,1,#Div0,#Div0,#Div0
blows,0,0,1,0,1,#Div0,#Div0,#Div0
blocked,0,0,0,2,2,#Div0,0.0,#Div0
under-developed,0,0,1,0,1,#Div0,#Div0,#Div0
gathering,0,0,1,0,1,#Div0,#Div0,#Div0
injured,0,0,1,0,1,#Div0,#Div0,#Div0
