token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
attract,0,0,6,0,6,#Div0,#Div0,#Div0
racial,0,0,1,0,1,#Div0,#Div0,#Div0
free,0,0,17,0,17,#Div0,#Div0,#Div0
jumble,0,0,1,0,1,#Div0,#Div0,#Div0
free-market-loving,0,0,1,0,1,#Div0,#Div0,#Div0
rob,0,0,16,4,20,#Div0,0.0,#Div0
require,0,0,9,0,9,#Div0,#Div0,#Div0
wait,0,0,1,0,1,#Div0,#Div0,#Div0
prohibit,0,0,1,0,1,#Div0,#Div0,#Div0
engage,0,0,3,0,3,#Div0,#Div0,#Div0
campaign,0,0,1,0,1,#Div0,#Div0,#Div0
relative,0,0,1,0,1,#Div0,#Div0,#Div0
aggressive,0,0,1,0,1,#Div0,#Div0,#Div0
fall,0,0,14,0,14,#Div0,#Div0,#Div0
enact,0,0,3,0,3,#Div0,#Div0,#Div0
most,0,0,1,0,1,#Div0,#Div0,#Div0
become,0,0,20,0,20,#Div0,#Div0,#Div0
spineless,0,0,1,0,1,#Div0,#Div0,#Div0
trim,0,0,1,0,1,#Div0,#Div0,#Div0
Turning,0,0,1,0,1,#Div0,#Div0,#Div0
shooting,0,0,1,0,1,#Div0,#Div0,#Div0
mean,0,0,26,0,26,#Div0,#Div0,#Div0
protection,0,0,0,1,1,#Div0,0.0,#Div0
conclude,0,0,5,0,5,#Div0,#Div0,#Div0
beat,0,0,1,0,1,#Div0,#Div0,#Div0
intend,0,0,6,0,6,#Div0,#Div0,#Div0
region-wide,0,0,2,0,2,#Div0,#Div0,#Div0
dupe,0,0,1,0,1,#Div0,#Div0,#Div0
return,0,1,0,0,1,0.0,#Div0,#Div0
criticize,0,0,1,0,1,#Div0,#Div0,#Div0
astute,0,0,1,0,1,#Div0,#Div0,#Div0
log,0,0,1,0,1,#Div0,#Div0,#Div0
fair,0,0,1,0,1,#Div0,#Div0,#Div0
eliminate,0,0,4,0,4,#Div0,#Div0,#Div0
unfounded,0,0,1,0,1,#Div0,#Div0,#Div0
mobile,0,0,1,0,1,#Div0,#Div0,#Div0
post-how,0,0,1,0,1,#Div0,#Div0,#Div0
present,0,0,4,0,4,#Div0,#Div0,#Div0
downfall,0,0,0,1,1,#Div0,0.0,#Div0
horrendous,0,0,2,0,2,#Div0,#Div0,#Div0
wealthy,0,0,3,0,3,#Div0,#Div0,#Div0
attribute,0,0,1,0,1,#Div0,#Div0,#Div0
bear,0,0,11,0,11,#Div0,#Div0,#Div0
thats,0,0,1,0,1,#Div0,#Div0,#Div0
Mexican,0,0,1,0,1,#Div0,#Div0,#Div0
brisk,0,0,1,0,1,#Div0,#Div0,#Div0
dynamic,0,0,2,0,2,#Div0,#Div0,#Div0
validate,0,0,1,0,1,#Div0,#Div0,#Div0
nourishing,0,0,2,0,2,#Div0,#Div0,#Div0
Unintended,0,0,1,0,1,#Div0,#Div0,#Div0
conjoined,0,0,1,0,1,#Div0,#Div0,#Div0
saw,0,0,4,0,4,#Div0,#Div0,#Div0
outside,0,0,3,0,3,#Div0,#Div0,#Div0
curricular,0,0,1,0,1,#Div0,#Div0,#Div0
Poisoned,0,0,1,0,1,#Div0,#Div0,#Div0
demolish,0,0,1,0,1,#Div0,#Div0,#Div0
neglect,0,0,2,0,2,#Div0,#Div0,#Div0
Has,0,0,2,0,2,#Div0,#Div0,#Div0
hack,0,0,1,1,2,#Div0,0.0,#Div0
unfettered,0,0,1,0,1,#Div0,#Div0,#Div0
forget€_,0,0,1,0,1,#Div0,#Div0,#Div0
teen,0,0,1,0,1,#Div0,#Div0,#Div0
react,0,0,2,0,2,#Div0,#Div0,#Div0
confiscate,0,0,2,0,2,#Div0,#Div0,#Div0
exclusive,0,0,1,0,1,#Div0,#Div0,#Div0
projected,0,0,1,0,1,#Div0,#Div0,#Div0
pool,0,0,0,2,2,#Div0,0.0,#Div0
special,0,0,4,0,4,#Div0,#Div0,#Div0
liberal,0,0,5,0,5,#Div0,#Div0,#Div0
same,0,0,22,0,22,#Div0,#Div0,#Div0
primitive,0,0,2,0,2,#Div0,#Div0,#Div0
view,0,0,2,0,2,#Div0,#Div0,#Div0
flat,0,0,1,0,1,#Div0,#Div0,#Div0
peculiar,0,0,1,0,1,#Div0,#Div0,#Div0
grow,0,0,16,0,16,#Div0,#Div0,#Div0
Destroy,0,0,0,1,1,#Div0,0.0,#Div0
transfer,0,0,1,0,1,#Div0,#Div0,#Div0
encompass,0,0,1,0,1,#Div0,#Div0,#Div0
enjoy,0,0,4,0,4,#Div0,#Div0,#Div0
far-right,0,0,2,0,2,#Div0,#Div0,#Div0
principal,0,0,3,0,3,#Div0,#Div0,#Div0
put,0,0,16,0,16,#Div0,#Div0,#Div0
stall,0,0,3,0,3,#Div0,#Div0,#Div0
shut,0,0,4,0,4,#Div0,#Div0,#Div0
influence,0,0,1,0,1,#Div0,#Div0,#Div0
recover,0,0,2,0,2,#Div0,#Div0,#Div0
several,0,0,4,0,4,#Div0,#Div0,#Div0
Bolivian,0,0,1,0,1,#Div0,#Div0,#Div0
judicial,0,0,3,0,3,#Div0,#Div0,#Div0
insufficient,0,0,1,0,1,#Div0,#Div0,#Div0
leave,0,7,4,0,11,0.0,#Div0,#Div0
abuse,0,0,0,4,4,#Div0,0.0,#Div0
appear,0,0,4,0,4,#Div0,#Div0,#Div0
Modernizing,0,0,1,0,1,#Div0,#Div0,#Div0
hurt,0,0,5,8,13,#Div0,0.0,#Div0
struggle,0,0,0,1,1,#Div0,0.0,#Div0
discrete,0,0,1,0,1,#Div0,#Div0,#Div0
medical,0,0,2,0,2,#Div0,#Div0,#Div0
top,0,0,5,0,5,#Div0,#Div0,#Div0
lean,0,0,1,0,1,#Div0,#Div0,#Div0
grind,0,0,2,0,2,#Div0,#Div0,#Div0
citizens,0,0,1,0,1,#Div0,#Div0,#Div0
benefit,0,0,10,0,10,#Div0,#Div0,#Div0
criminal,0,2,1,0,3,0.0,#Div0,#Div0
afford,0,0,3,0,3,#Div0,#Div0,#Div0
full,0,0,3,0,3,#Div0,#Div0,#Div0
convince,0,0,4,0,4,#Div0,#Div0,#Div0
ridiculous,0,0,2,0,2,#Div0,#Div0,#Div0
confuse,0,0,2,0,2,#Div0,#Div0,#Div0
glorifying,0,0,0,1,1,#Div0,0.0,#Div0
record,0,0,2,0,2,#Div0,#Div0,#Div0
escalate,0,0,1,0,1,#Div0,#Div0,#Div0
external,0,0,1,0,1,#Div0,#Div0,#Div0
unwavering,0,0,1,0,1,#Div0,#Div0,#Div0
expand,0,0,8,0,8,#Div0,#Div0,#Div0
boost,0,0,1,0,1,#Div0,#Div0,#Div0
team,0,0,0,1,1,#Div0,0.0,#Div0
Find,0,0,1,0,1,#Div0,#Div0,#Div0
epidemic,0,0,1,0,1,#Div0,#Div0,#Div0
astound,0,0,1,0,1,#Div0,#Div0,#Div0
freaky,0,0,2,0,2,#Div0,#Div0,#Div0
anyways,0,0,1,0,1,#Div0,#Div0,#Div0
sway,0,0,1,0,1,#Div0,#Div0,#Div0
pivotal,0,0,2,0,2,#Div0,#Div0,#Div0
specific,0,0,1,0,1,#Div0,#Div0,#Div0
topple,0,0,1,0,1,#Div0,#Div0,#Div0
like,0,0,9,0,9,#Div0,#Div0,#Div0
plunge,0,0,1,0,1,#Div0,#Div0,#Div0
frustrate,0,0,1,0,1,#Div0,#Div0,#Div0
target,0,1,2,0,3,0.0,#Div0,#Div0
counterattack,0,0,4,0,4,#Div0,#Div0,#Div0
advance,0,0,7,4,11,#Div0,0.0,#Div0
fought,0,0,0,4,4,#Div0,0.0,#Div0
place,0,0,2,0,2,#Div0,#Div0,#Div0
attach,0,0,4,0,4,#Div0,#Div0,#Div0
finance,0,0,6,0,6,#Div0,#Div0,#Div0
expeditious,0,0,2,0,2,#Div0,#Div0,#Div0
monthly,0,0,1,0,1,#Div0,#Div0,#Div0
mountains,0,0,0,1,1,#Div0,0.0,#Div0
learned,0,0,3,0,3,#Div0,#Div0,#Div0
uncontrollable,0,0,1,0,1,#Div0,#Div0,#Div0
governmental,0,0,1,0,1,#Div0,#Div0,#Div0
carnal,0,0,1,0,1,#Div0,#Div0,#Div0
firearms,0,0,1,0,1,#Div0,#Div0,#Div0
buckle,0,0,1,0,1,#Div0,#Div0,#Div0
direct,0,0,7,0,7,#Div0,#Div0,#Div0
publish,0,0,4,0,4,#Div0,#Div0,#Div0
cognitive,0,0,1,0,1,#Div0,#Div0,#Div0
live,0,0,10,0,10,#Div0,#Div0,#Div0
refine,0,0,0,1,1,#Div0,0.0,#Div0
overwhelm,0,0,2,0,2,#Div0,#Div0,#Div0
English,0,0,1,0,1,#Div0,#Div0,#Div0
parallel,0,0,1,0,1,#Div0,#Div0,#Div0
corporate,0,0,7,0,7,#Div0,#Div0,#Div0
real,0,0,23,0,23,#Div0,#Div0,#Div0
choose,0,0,7,0,7,#Div0,#Div0,#Div0
hole,0,0,0,2,2,#Div0,0.0,#Div0
almighty,0,0,1,0,1,#Div0,#Div0,#Div0
resemble,0,0,1,0,1,#Div0,#Div0,#Div0
stray,0,0,1,0,1,#Div0,#Div0,#Div0
scare,0,0,2,0,2,#Div0,#Div0,#Div0
effective,0,0,1,0,1,#Div0,#Div0,#Div0
Shutting,0,0,1,0,1,#Div0,#Div0,#Div0
Using,0,0,5,0,5,#Div0,#Div0,#Div0
turn,0,0,14,0,14,#Div0,#Div0,#Div0
uphold,0,0,4,0,4,#Div0,#Div0,#Div0
violate,0,0,4,0,4,#Div0,#Div0,#Div0
sensible,0,0,1,0,1,#Div0,#Div0,#Div0
restore,0,0,4,0,4,#Div0,#Div0,#Div0
pro,0,0,8,0,8,#Div0,#Div0,#Div0
journey,0,0,0,2,2,#Div0,0.0,#Div0
Interpretive,0,0,1,0,1,#Div0,#Div0,#Div0
feed,0,2,5,0,7,0.0,#Div0,#Div0
unwarranted,0,0,1,0,1,#Div0,#Div0,#Div0
stay,0,0,3,0,3,#Div0,#Div0,#Div0
idiocy,0,0,1,0,1,#Div0,#Div0,#Div0
manufacture,0,0,3,1,4,#Div0,0.0,#Div0
proffer,0,0,3,0,3,#Div0,#Div0,#Div0
answer,0,0,1,0,1,#Div0,#Div0,#Div0
posthumous,0,0,1,0,1,#Div0,#Div0,#Div0
pro-gun,0,0,6,0,6,#Div0,#Div0,#Div0
measure,0,0,3,0,3,#Div0,#Div0,#Div0
spend,0,0,11,0,11,#Div0,#Div0,#Div0
rough,0,0,1,0,1,#Div0,#Div0,#Div0
protected,0,0,0,2,2,#Div0,0.0,#Div0
humanitarian,0,0,1,0,1,#Div0,#Div0,#Div0
abide,0,0,4,0,4,#Div0,#Div0,#Div0
poor,0,0,5,0,5,#Div0,#Div0,#Div0
Civil,0,0,1,0,1,#Div0,#Div0,#Div0
respect,0,0,3,0,3,#Div0,#Div0,#Div0
dominant,0,0,2,0,2,#Div0,#Div0,#Div0
overturn,0,0,3,0,3,#Div0,#Div0,#Div0
disagree,0,0,3,0,3,#Div0,#Div0,#Div0
paraphrase,0,0,1,0,1,#Div0,#Div0,#Div0
fundamental,0,0,3,0,3,#Div0,#Div0,#Div0
dodge,0,0,1,0,1,#Div0,#Div0,#Div0
reaffirm,0,0,1,0,1,#Div0,#Div0,#Div0
prior,0,0,1,0,1,#Div0,#Div0,#Div0
lit,0,0,1,0,1,#Div0,#Div0,#Div0
moderate,0,0,2,0,2,#Div0,#Div0,#Div0
corrective,0,0,1,0,1,#Div0,#Div0,#Div0
automatic,0,0,1,0,1,#Div0,#Div0,#Div0
tend,0,0,1,0,1,#Div0,#Div0,#Div0
many,0,2,32,0,34,0.0,#Div0,#Div0
overcome,0,0,5,2,7,#Div0,0.0,#Div0
thwart,0,0,1,0,1,#Div0,#Div0,#Div0
classic,0,0,4,0,4,#Div0,#Div0,#Div0
kick,0,0,1,0,1,#Div0,#Div0,#Div0
republican,0,0,1,0,1,#Div0,#Div0,#Div0
regard,0,0,4,0,4,#Div0,#Div0,#Div0
recruit,0,0,1,0,1,#Div0,#Div0,#Div0
defeating,0,0,0,1,1,#Div0,0.0,#Div0
assist,0,0,2,2,4,#Div0,0.0,#Div0
great,0,0,18,0,18,#Div0,#Div0,#Div0
flash,0,0,1,0,1,#Div0,#Div0,#Div0
disintegrate,0,0,1,0,1,#Div0,#Div0,#Div0
exploits,0,0,0,1,1,#Div0,0.0,#Div0
Ecuador,0,0,1,0,1,#Div0,#Div0,#Div0
hit,0,0,1,0,1,#Div0,#Div0,#Div0
pregnant,0,0,1,0,1,#Div0,#Div0,#Div0
collect,0,0,2,0,2,#Div0,#Div0,#Div0
bestow,0,0,2,0,2,#Div0,#Div0,#Div0
go,0,4,56,0,60,0.0,#Div0,#Div0
round up,0,0,0,1,1,#Div0,0.0,#Div0
organise,0,0,4,0,4,#Div0,#Div0,#Div0
occur,0,0,1,0,1,#Div0,#Div0,#Div0
guns,0,1,0,0,1,0.0,#Div0,#Div0
clear,0,0,3,0,3,#Div0,#Div0,#Div0
distill,0,0,0,3,3,#Div0,0.0,#Div0
understand,0,0,5,0,5,#Div0,#Div0,#Div0
rich,0,0,6,0,6,#Div0,#Div0,#Div0
settled,0,0,1,0,1,#Div0,#Div0,#Div0
exist,0,0,5,0,5,#Div0,#Div0,#Div0
petty,0,0,1,0,1,#Div0,#Div0,#Div0
scan,0,0,1,0,1,#Div0,#Div0,#Div0
scary,0,0,3,0,3,#Div0,#Div0,#Div0
equalize,0,0,2,0,2,#Div0,#Div0,#Div0
High,0,0,1,0,1,#Div0,#Div0,#Div0
active,0,0,2,0,2,#Div0,#Div0,#Div0
Show,0,0,1,0,1,#Div0,#Div0,#Div0
willful,0,0,1,0,1,#Div0,#Div0,#Div0
suffer,0,0,3,0,3,#Div0,#Div0,#Div0
involve,0,0,9,0,9,#Div0,#Div0,#Div0
noted,0,0,1,0,1,#Div0,#Div0,#Div0
Congressional,0,0,1,0,1,#Div0,#Div0,#Div0
Run-control,0,0,1,0,1,#Div0,#Div0,#Div0
transform,0,2,1,0,3,0.0,#Div0,#Div0
secular,0,0,2,0,2,#Div0,#Div0,#Div0
withstand,0,0,1,0,1,#Div0,#Div0,#Div0
internal,0,0,4,0,4,#Div0,#Div0,#Div0
e-mail,0,0,2,0,2,#Div0,#Div0,#Div0
fearsome,0,0,1,0,1,#Div0,#Div0,#Div0
Defining,0,0,1,0,1,#Div0,#Div0,#Div0
death,0,0,0,3,3,#Div0,0.0,#Div0
equal,0,0,3,0,3,#Div0,#Div0,#Div0
clean,0,0,2,0,2,#Div0,#Div0,#Div0
renew,0,0,1,0,1,#Div0,#Div0,#Div0
accommodate,0,0,1,0,1,#Div0,#Div0,#Div0
expend,0,0,1,0,1,#Div0,#Div0,#Div0
know,0,0,29,0,29,#Div0,#Div0,#Div0
permit,0,0,3,0,3,#Div0,#Div0,#Div0
pave,0,0,1,0,1,#Div0,#Div0,#Div0
breathe,0,0,1,0,1,#Div0,#Div0,#Div0
major,0,0,9,0,9,#Div0,#Div0,#Div0
twentieth,0,0,1,0,1,#Div0,#Div0,#Div0
brave,0,0,1,0,1,#Div0,#Div0,#Div0
satisfy,0,0,1,0,1,#Div0,#Div0,#Div0
front,0,0,4,0,4,#Div0,#Div0,#Div0
adopt,0,0,5,0,5,#Div0,#Div0,#Div0
old,0,0,6,0,6,#Div0,#Div0,#Div0
normal,0,0,1,0,1,#Div0,#Div0,#Div0
Voluntary,0,0,2,0,2,#Div0,#Div0,#Div0
rightsdefined,0,0,1,0,1,#Div0,#Div0,#Div0
spew,0,0,1,0,1,#Div0,#Div0,#Div0
erect,0,0,1,0,1,#Div0,#Div0,#Div0
bureaucratic,0,0,2,0,2,#Div0,#Div0,#Div0
mag,0,0,1,0,1,#Div0,#Div0,#Div0
lasting,0,0,2,0,2,#Div0,#Div0,#Div0
scientific,0,0,1,0,1,#Div0,#Div0,#Div0
useful,0,0,2,0,2,#Div0,#Div0,#Div0
strengthened,0,0,0,1,1,#Div0,0.0,#Div0
medicinal,0,0,1,0,1,#Div0,#Div0,#Div0
allocate,0,0,1,0,1,#Div0,#Div0,#Div0
rid,0,0,2,0,2,#Div0,#Div0,#Div0
Stealing,0,0,0,4,4,#Div0,0.0,#Div0
strengthens,0,0,0,1,1,#Div0,0.0,#Div0
unthinking,0,0,2,0,2,#Div0,#Div0,#Div0
notable,0,0,1,0,1,#Div0,#Div0,#Div0
appease,0,0,1,0,1,#Div0,#Div0,#Div0
minimum,0,0,2,0,2,#Div0,#Div0,#Div0
obstructive,0,0,1,1,2,#Div0,0.0,#Div0
Assyrian,0,0,1,0,1,#Div0,#Div0,#Div0
addicted,0,0,1,0,1,#Div0,#Div0,#Div0
strengthening,0,0,0,3,3,#Div0,0.0,#Div0
vibrate,0,0,2,0,2,#Div0,#Div0,#Div0
drunken,0,0,1,0,1,#Div0,#Div0,#Div0
purchase,0,0,0,2,2,#Div0,0.0,#Div0
*,0,0,3,0,3,#Div0,#Div0,#Div0
other,0,0,58,0,58,#Div0,#Div0,#Div0
spoil,0,2,0,0,2,0.0,#Div0,#Div0
Other,0,0,2,0,2,#Div0,#Div0,#Div0
scream,0,0,4,0,4,#Div0,#Div0,#Div0
frown,0,0,1,0,1,#Div0,#Div0,#Div0
demonstrate,0,0,7,0,7,#Div0,#Div0,#Div0
left,0,2,2,0,4,0.0,#Div0,#Div0
short,0,0,3,0,3,#Div0,#Div0,#Div0
loosen,0,0,1,0,1,#Div0,#Div0,#Div0
Tackling,0,0,0,1,1,#Div0,0.0,#Div0
spread,0,0,5,0,5,#Div0,#Div0,#Div0
first-world,0,0,1,0,1,#Div0,#Div0,#Div0
instil,0,0,3,0,3,#Div0,#Div0,#Div0
concentrated,0,0,1,0,1,#Div0,#Div0,#Div0
upward,0,0,1,0,1,#Div0,#Div0,#Div0
stem,0,0,2,0,2,#Div0,#Div0,#Div0
rocket,0,0,3,0,3,#Div0,#Div0,#Div0
accumulate,0,0,3,0,3,#Div0,#Div0,#Div0
shrink,0,0,0,1,1,#Div0,0.0,#Div0
competitive,0,0,5,0,5,#Div0,#Div0,#Div0
resist,0,0,6,3,9,#Div0,0.0,#Div0
promote,0,0,21,0,21,#Div0,#Div0,#Div0
notorious,0,0,1,0,1,#Div0,#Div0,#Div0
future,0,0,5,0,5,#Div0,#Div0,#Div0
Protecting,0,0,0,2,2,#Div0,0.0,#Div0
hype,0,0,1,0,1,#Div0,#Div0,#Div0
monarchical,0,0,1,0,1,#Div0,#Div0,#Div0
withdraw,0,0,1,0,1,#Div0,#Div0,#Div0
protectionist,0,0,1,0,1,#Div0,#Div0,#Div0
passionate,0,0,2,0,2,#Div0,#Div0,#Div0
should.Why,0,0,1,0,1,#Div0,#Div0,#Div0
spent,0,0,1,0,1,#Div0,#Div0,#Div0
anti,0,0,9,0,9,#Div0,#Div0,#Div0
registration,0,0,1,0,1,#Div0,#Div0,#Div0
victimize,0,0,2,0,2,#Div0,#Div0,#Div0
combine,0,0,1,0,1,#Div0,#Div0,#Div0
battle,0,0,3,3,6,#Div0,0.0,#Div0
duplicate,0,1,0,0,1,0.0,#Div0,#Div0
Christian,0,0,3,0,3,#Div0,#Div0,#Div0
reverenced,0,0,1,0,1,#Div0,#Div0,#Div0
honest,0,0,4,0,4,#Div0,#Div0,#Div0
Colorado-based,0,0,2,0,2,#Div0,#Div0,#Div0
spell,0,0,1,0,1,#Div0,#Div0,#Div0
employ,0,0,2,0,2,#Div0,#Div0,#Div0
fledgeling,0,0,1,0,1,#Div0,#Div0,#Div0
tire,0,0,1,0,1,#Div0,#Div0,#Div0
inhibit,0,0,0,1,1,#Div0,0.0,#Div0
crazy,0,0,2,0,2,#Div0,#Div0,#Div0
revoke,0,0,1,0,1,#Div0,#Div0,#Div0
symbolic,0,0,1,0,1,#Div0,#Div0,#Div0
recall,0,0,3,0,3,#Div0,#Div0,#Div0
generate,0,0,12,5,17,#Div0,0.0,#Div0
secure,0,0,0,1,1,#Div0,0.0,#Div0
caustic,0,0,1,0,1,#Div0,#Div0,#Div0
congressional,0,0,1,0,1,#Div0,#Div0,#Div0
earned,0,0,2,0,2,#Div0,#Div0,#Div0
well-run,0,0,1,0,1,#Div0,#Div0,#Div0
eke,0,0,1,0,1,#Div0,#Div0,#Div0
align,0,0,1,0,1,#Div0,#Div0,#Div0
remark,0,0,2,0,2,#Div0,#Div0,#Div0
law-abiding,0,0,2,0,2,#Div0,#Div0,#Div0
Representative,0,0,4,0,4,#Div0,#Div0,#Div0
expanded,0,0,1,0,1,#Div0,#Div0,#Div0
militaristic,0,0,1,0,1,#Div0,#Div0,#Div0
legal,0,0,3,0,3,#Div0,#Div0,#Div0
little,0,0,7,0,7,#Div0,#Div0,#Div0
dedicate,0,0,5,0,5,#Div0,#Div0,#Div0
rely,0,0,2,0,2,#Div0,#Div0,#Div0
trump,0,0,1,4,5,#Div0,0.0,#Div0
+,0,0,2,0,2,#Div0,#Div0,#Div0
hijack,0,2,0,0,2,0.0,#Div0,#Div0
overdose,0,0,2,0,2,#Div0,#Div0,#Div0
produce,0,0,16,12,28,#Div0,0.0,#Div0
witness,0,0,2,0,2,#Div0,#Div0,#Div0
interior,0,0,1,0,1,#Div0,#Div0,#Div0
attacked,0,0,0,2,2,#Div0,0.0,#Div0
