token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
bearish,0,2,0,0,2,0.0,#Div0,#Div0
catastrophic,0,1,0,0,1,0.0,#Div0,#Div0
following,0,0,1,0,1,#Div0,#Div0,#Div0
defeat,0,0,0,8,8,#Div0,0.0,#Div0
Killing,0,0,0,3,3,#Div0,0.0,#Div0
shape,0,0,0,2,2,#Div0,0.0,#Div0
invisible,0,2,0,0,2,0.0,#Div0,#Div0
better-off,0,1,0,0,1,0.0,#Div0,#Div0
Guardian,0,0,0,1,1,#Div0,0.0,#Div0
two-man,0,0,1,0,1,#Div0,#Div0,#Div0
reinforces,0,0,0,3,3,#Div0,0.0,#Div0
developing,0,2,0,0,2,0.0,#Div0,#Div0
whole,0,5,1,0,6,0.0,#Div0,#Div0
fine,0,0,0,2,2,#Div0,0.0,#Div0
dark,0,6,0,0,6,0.0,#Div0,#Div0
sweeping,0,1,1,0,2,0.0,#Div0,#Div0
circulation,0,0,0,2,2,#Div0,0.0,#Div0
struggle,0,0,0,1,1,#Div0,0.0,#Div0
practical,0,2,0,0,2,0.0,#Div0,#Div0
Team,0,0,1,0,1,#Div0,#Div0,#Div0
limited,0,3,1,0,4,0.0,#Div0,#Div0
statistical,0,0,2,0,2,#Div0,#Div0,#Div0
personal,0,5,3,0,8,0.0,#Div0,#Div0
disintegrated,0,0,0,1,1,#Div0,0.0,#Div0
feeds,0,0,0,1,1,#Div0,0.0,#Div0
scored,1,0,0,0,1,1.0,1.0,1.0
solo,0,1,0,0,1,0.0,#Div0,#Div0
corporate,0,4,3,0,7,0.0,#Div0,#Div0
M-4,0,1,0,0,1,0.0,#Div0,#Div0
victory,0,0,0,16,16,#Div0,0.0,#Div0
positive,0,1,1,0,2,0.0,#Div0,#Div0
limits,0,0,0,1,1,#Div0,0.0,#Div0
offers,0,0,0,1,1,#Div0,0.0,#Div0
harmful,0,3,0,0,3,0.0,#Div0,#Div0
advanced,0,0,0,4,4,#Div0,0.0,#Div0
walls,0,0,0,1,1,#Div0,0.0,#Div0
Other,0,1,1,0,2,0.0,#Div0,#Div0
additional,0,5,0,0,5,0.0,#Div0,#Div0
hole,0,0,0,3,3,#Div0,0.0,#Div0
significant,0,3,0,0,3,0.0,#Div0,#Div0
Arab,0,1,1,0,2,0.0,#Div0,#Div0
human right,0,0,0,1,1,#Div0,0.0,#Div0
defrauding,0,0,0,1,1,#Div0,0.0,#Div0
social,0,26,4,0,30,0.0,#Div0,#Div0
Public,0,0,1,0,1,#Div0,#Div0,#Div0
anti,0,8,1,0,9,0.0,#Div0,#Div0
heavy,0,0,3,0,3,#Div0,#Div0,#Div0
broad,0,0,1,0,1,#Div0,#Div0,#Div0
procedural,0,1,0,0,1,0.0,#Div0,#Div0
best-known,0,1,0,0,1,0.0,#Div0,#Div0
non-repayable,0,1,0,0,1,0.0,#Div0,#Div0
evolution,0,0,0,1,1,#Div0,0.0,#Div0
courageous,0,1,0,0,1,0.0,#Div0,#Div0
attacking,0,0,0,8,8,#Div0,0.0,#Div0
reduced,0,1,0,2,3,0.0,0.0,#Div0
public,0,16,9,0,25,0.0,#Div0,#Div0
moral,0,1,0,0,1,0.0,#Div0,#Div0
overdosed,0,0,0,1,1,#Div0,0.0,#Div0
punishment,0,0,0,1,1,#Div0,0.0,#Div0
terrorist,0,0,2,0,2,#Div0,#Div0,#Div0
continued,0,1,0,0,1,0.0,#Div0,#Div0
omnibus,0,2,0,0,2,0.0,#Div0,#Div0
numbing,0,0,1,0,1,#Div0,#Div0,#Div0
cerebral,0,1,0,0,1,0.0,#Div0,#Div0
obey,0,0,0,1,1,#Div0,0.0,#Div0
English,0,1,0,0,1,0.0,#Div0,#Div0
bilateral,0,0,1,0,1,#Div0,#Div0,#Div0
Hastily-passed,0,2,0,0,2,0.0,#Div0,#Div0
gun-discarding,0,1,0,0,1,0.0,#Div0,#Div0
idols,0,0,0,2,2,#Div0,0.0,#Div0
consecutive,0,1,0,0,1,0.0,#Div0,#Div0
restrain,0,0,0,1,1,#Div0,0.0,#Div0
slowed,0,0,2,0,2,#Div0,#Div0,#Div0
straight,0,1,0,0,1,0.0,#Div0,#Div0
Saudi,0,1,0,0,1,0.0,#Div0,#Div0
shaped,0,0,0,1,1,#Div0,0.0,#Div0
outside,0,1,2,0,3,0.0,#Div0,#Div0
Tackling,0,0,0,1,1,#Div0,0.0,#Div0
shield,0,0,0,6,6,#Div0,0.0,#Div0
addict,0,0,0,1,1,#Div0,0.0,#Div0
lit,0,1,0,0,1,0.0,#Div0,#Div0
classic,0,2,0,0,2,0.0,#Div0,#Div0
armed,0,1,3,0,4,0.0,#Div0,#Div0
direct,0,5,2,0,7,0.0,#Div0,#Div0
big,0,10,6,0,16,0.0,#Div0,#Div0
pre-empty,0,0,1,0,1,#Div0,#Div0,#Div0
profound,0,1,0,0,1,0.0,#Div0,#Div0
oppressive,2,0,0,0,2,1.0,1.0,1.0
racial,0,0,1,0,1,#Div0,#Div0,#Div0
assist,0,0,0,2,2,#Div0,0.0,#Div0
bold,0,1,0,0,1,0.0,#Div0,#Div0
county-level,0,1,0,0,1,0.0,#Div0,#Div0
operates,0,0,0,1,1,#Div0,0.0,#Div0
notable,0,0,1,0,1,#Div0,#Div0,#Div0
alone,0,2,0,0,2,0.0,#Div0,#Div0
curricular,0,0,1,0,1,#Div0,#Div0,#Div0
perverse,0,1,0,0,1,0.0,#Div0,#Div0
equitable,0,1,0,0,1,0.0,#Div0,#Div0
judicial,0,3,0,0,3,0.0,#Div0,#Div0
beautiful,0,1,0,0,1,0.0,#Div0,#Div0
fighting,0,0,0,24,24,#Div0,0.0,#Div0
remedy,0,0,0,1,1,#Div0,0.0,#Div0
barrier,0,0,0,1,1,#Div0,0.0,#Div0
junior-level,0,1,0,0,1,0.0,#Div0,#Div0
nonpartisan,0,1,0,0,1,0.0,#Div0,#Div0
illuminates,0,0,0,4,4,#Div0,0.0,#Div0
effective,0,1,0,0,1,0.0,#Div0,#Div0
humane,0,0,1,0,1,#Div0,#Div0,#Div0
Lebanese,0,2,0,0,2,0.0,#Div0,#Div0
next,0,4,1,0,5,0.0,#Div0,#Div0
deep,0,1,0,0,1,0.0,#Div0,#Div0
would-be,0,1,0,0,1,0.0,#Div0,#Div0
relative,0,1,0,0,1,0.0,#Div0,#Div0
lifelong,0,1,0,0,1,0.0,#Div0,#Div0
leading,0,1,1,0,2,0.0,#Div0,#Div0
season,0,0,0,3,3,#Div0,0.0,#Div0
Equatorial,0,1,0,0,1,0.0,#Div0,#Div0
last,0,24,0,0,24,0.0,#Div0,#Div0
engenders,0,0,0,1,1,#Div0,0.0,#Div0
various,0,4,0,0,4,0.0,#Div0,#Div0
achievement,0,0,1,0,1,#Div0,#Div0,#Div0
elementary,0,3,0,0,3,0.0,#Div0,#Div0
dire,0,0,1,0,1,#Div0,#Div0,#Div0
national,0,10,4,0,14,0.0,#Div0,#Div0
prevent,0,1,0,0,1,0.0,#Div0,#Div0
irrational,0,1,0,0,1,0.0,#Div0,#Div0
stray,0,1,0,0,1,0.0,#Div0,#Div0
competition,0,0,0,3,3,#Div0,0.0,#Div0
worshippers,0,0,0,1,1,#Div0,0.0,#Div0
failure,0,0,0,1,1,#Div0,0.0,#Div0
slave,0,0,3,0,3,#Div0,#Div0,#Div0
first-world,0,0,1,0,1,#Div0,#Div0,#Div0
born,0,0,0,2,2,#Div0,0.0,#Div0
river,0,0,0,2,2,#Div0,0.0,#Div0
supporting,0,0,0,1,1,#Div0,0.0,#Div0
victimizes,0,0,0,2,2,#Div0,0.0,#Div0
exact,0,1,1,0,2,0.0,#Div0,#Div0
hard,0,1,1,0,2,0.0,#Div0,#Div0
limited-government,0,1,0,0,1,0.0,#Div0,#Div0
Congressional,0,1,0,0,1,0.0,#Div0,#Div0
multiple,0,0,1,0,1,#Div0,#Div0,#Div0
races,0,0,0,1,1,#Div0,0.0,#Div0
pretax,0,1,0,0,1,0.0,#Div0,#Div0
death,0,0,0,3,3,#Div0,0.0,#Div0
called,0,1,0,0,1,0.0,#Div0,#Div0
same,0,18,4,0,22,0.0,#Div0,#Div0
exacting,0,0,0,1,1,#Div0,0.0,#Div0
general,0,7,1,0,8,0.0,#Div0,#Div0
government-induced,0,1,0,0,1,0.0,#Div0,#Div0
Japanese,0,0,1,0,1,#Div0,#Div0,#Div0
business,0,0,0,1,1,#Div0,0.0,#Div0
serious,0,2,0,0,2,0.0,#Div0,#Div0
path,0,0,0,2,2,#Div0,0.0,#Div0
intelligent,0,1,1,0,2,0.0,#Div0,#Div0
gubernatorial,0,1,0,0,1,0.0,#Div0,#Div0
pothole,0,0,1,0,1,#Div0,#Div0,#Div0
petulant,0,1,0,0,1,0.0,#Div0,#Div0
structure,0,0,0,1,1,#Div0,0.0,#Div0
greases,0,0,0,1,1,#Div0,0.0,#Div0
tragedy,0,0,0,1,1,#Div0,0.0,#Div0
purchase,0,0,0,1,1,#Div0,0.0,#Div0
resist,0,0,0,2,2,#Div0,0.0,#Div0
fat,0,0,2,0,2,#Div0,#Div0,#Div0
subservient,0,1,0,0,1,0.0,#Div0,#Div0
capitalist,0,2,0,0,2,0.0,#Div0,#Div0
fresh,0,1,0,0,1,0.0,#Div0,#Div0
round up,0,0,0,1,1,#Div0,0.0,#Div0
barriers,0,0,0,1,1,#Div0,0.0,#Div0
countless,0,1,0,0,1,0.0,#Div0,#Div0
peculiar,0,1,0,0,1,0.0,#Div0,#Div0
untouchable,0,1,0,0,1,0.0,#Div0,#Div0
performative,0,1,0,0,1,0.0,#Div0,#Div0
destroys,0,0,0,2,2,#Div0,0.0,#Div0
duel,0,0,0,1,1,#Div0,0.0,#Div0
branches,0,0,0,1,1,#Div0,0.0,#Div0
retired,0,2,0,0,2,0.0,#Div0,#Div0
crisp,0,0,1,0,1,#Div0,#Div0,#Div0
shallow,0,0,1,0,1,#Div0,#Div0,#Div0
experimented,0,0,0,4,4,#Div0,0.0,#Div0
assault,0,0,0,3,3,#Div0,0.0,#Div0
modest,0,1,0,0,1,0.0,#Div0,#Div0
endangers,0,0,0,1,1,#Div0,0.0,#Div0
come,0,2,0,0,2,0.0,#Div0,#Div0
ten,0,0,1,0,1,#Div0,#Div0,#Div0
alleviation,0,0,0,2,2,#Div0,0.0,#Div0
coordinated,0,0,1,0,1,#Div0,#Div0,#Div0
Defeats,0,0,0,1,1,#Div0,0.0,#Div0
sizable,0,1,0,0,1,0.0,#Div0,#Div0
startling,0,0,2,0,2,#Div0,#Div0,#Div0
curtailed,0,1,0,0,1,0.0,#Div0,#Div0
internal,0,0,4,0,4,#Div0,#Div0,#Div0
astute,0,1,0,0,1,0.0,#Div0,#Div0
pretty,0,1,0,0,1,0.0,#Div0,#Div0
voracious,0,1,0,0,1,0.0,#Div0,#Div0
strategic,0,0,2,0,2,#Div0,#Div0,#Div0
growth,0,0,0,2,2,#Div0,0.0,#Div0
fat cat,0,0,0,1,1,#Div0,0.0,#Div0
desirable,0,2,0,0,2,0.0,#Div0,#Div0
community,0,0,0,1,1,#Div0,0.0,#Div0
killed,0,0,0,4,4,#Div0,0.0,#Div0
face,0,0,0,3,3,#Div0,0.0,#Div0
reverenced,0,1,0,0,1,0.0,#Div0,#Div0
sell,0,0,0,1,1,#Div0,0.0,#Div0
happiness,0,1,0,0,1,0.0,#Div0,#Div0
Assyrian,0,1,1,0,2,0.0,#Div0,#Div0
unchecked,0,1,0,0,1,0.0,#Div0,#Div0
infests,0,0,0,2,2,#Div0,0.0,#Div0
eventual,0,1,0,0,1,0.0,#Div0,#Div0
past,0,4,0,0,4,0.0,#Div0,#Div0
victories,0,0,0,1,1,#Div0,0.0,#Div0
retreated,0,0,0,1,1,#Div0,0.0,#Div0
storm,0,0,0,2,2,#Div0,0.0,#Div0
moronic,0,1,0,0,1,0.0,#Div0,#Div0
dangerous,2,1,3,0,6,0.6666666666666666,1.0,0.8
Draconian,0,3,0,0,3,0.0,#Div0,#Div0
nimrod,0,2,0,0,2,0.0,#Div0,#Div0
protectionist,0,1,0,0,1,0.0,#Div0,#Div0
plastic,0,0,1,0,1,#Div0,#Div0,#Div0
nominal,0,1,0,0,1,0.0,#Div0,#Div0
capture,0,0,0,1,1,#Div0,0.0,#Div0
good,0,15,0,0,15,0.0,#Div0,#Div0
carnal,0,0,1,0,1,#Div0,#Div0,#Div0
radical,0,1,0,0,1,0.0,#Div0,#Div0
South,0,0,1,0,1,#Div0,#Div0,#Div0
simple,0,1,3,0,4,0.0,#Div0,#Div0
affirmative,0,2,0,0,2,0.0,#Div0,#Div0
unimaginable,0,1,0,0,1,0.0,#Div0,#Div0
firearm,0,0,6,0,6,#Div0,#Div0,#Div0
apple-red,0,0,1,0,1,#Div0,#Div0,#Div0
sustainable,0,1,0,0,1,0.0,#Div0,#Div0
resisted,0,0,0,2,2,#Div0,0.0,#Div0
elected,0,1,0,0,1,0.0,#Div0,#Div0
generous,0,2,0,0,2,0.0,#Div0,#Div0
strengthen,0,0,0,11,11,#Div0,0.0,#Div0
second-wave,0,0,2,0,2,#Div0,#Div0,#Div0
chronic,0,1,0,0,1,0.0,#Div0,#Div0
football,0,0,0,1,1,#Div0,0.0,#Div0
underhand,0,1,0,0,1,0.0,#Div0,#Div0
fellow,0,2,0,0,2,0.0,#Div0,#Div0
minor,0,0,2,0,2,#Div0,#Div0,#Div0
system,0,0,0,4,4,#Div0,0.0,#Div0
spread,0,0,1,0,1,#Div0,#Div0,#Div0
heated,0,1,0,0,1,0.0,#Div0,#Div0
humanitarian,0,1,0,0,1,0.0,#Div0,#Div0
increasing,0,0,0,1,1,#Div0,0.0,#Div0
distinct,0,1,0,0,1,0.0,#Div0,#Div0
extracted,0,0,0,1,1,#Div0,0.0,#Div0
likely,0,3,0,0,3,0.0,#Div0,#Div0
militaristic,0,1,0,0,1,0.0,#Div0,#Div0
human,0,2,14,0,16,0.0,#Div0,#Div0
urban,0,0,1,0,1,#Div0,#Div0,#Div0
fundamental,0,2,1,0,3,0.0,#Div0,#Div0
robs,0,0,0,5,5,#Div0,0.0,#Div0
defend,0,0,0,4,4,#Div0,0.0,#Div0
feeding,0,0,0,1,1,#Div0,0.0,#Div0
Democratic,0,6,4,0,10,0.0,#Div0,#Div0
decrease,0,0,0,3,3,#Div0,0.0,#Div0
iron-fitted,0,1,0,0,1,0.0,#Div0,#Div0
strong,0,5,1,0,6,0.0,#Div0,#Div0
create,0,0,0,2,2,#Div0,0.0,#Div0
beneficial,0,2,0,0,2,0.0,#Div0,#Div0
major,0,4,5,0,9,0.0,#Div0,#Div0
Several,0,4,1,0,5,0.0,#Div0,#Div0
right-wing,0,2,0,0,2,0.0,#Div0,#Div0
small,0,8,0,0,8,0.0,#Div0,#Div0
Colorado-based,0,2,0,0,2,0.0,#Div0,#Div0
arthritic,0,0,0,4,4,#Div0,0.0,#Div0
jeopardizes,0,0,0,1,1,#Div0,0.0,#Div0
evil,9,4,2,5,20,0.6923076923076923,0.6428571428571429,0.6666666666666666
glorify,0,0,0,1,1,#Div0,0.0,#Div0
environmental,0,0,1,0,1,#Div0,#Div0,#Div0
affected,0,1,0,0,1,0.0,#Div0,#Div0
breeze,0,0,0,1,1,#Div0,0.0,#Div0
uprooted,0,0,1,0,1,#Div0,#Div0,#Div0
hated,0,1,0,0,1,0.0,#Div0,#Div0
communist,0,2,0,0,2,0.0,#Div0,#Div0
inexplicably,0,1,0,0,1,0.0,#Div0,#Div0
reverse,0,1,0,0,1,0.0,#Div0,#Div0
tortuous,0,2,0,0,2,0.0,#Div0,#Div0
legal,0,3,0,0,3,0.0,#Div0,#Div0
foreign,0,9,0,0,9,0.0,#Div0,#Div0
economic,0,22,7,0,29,0.0,#Div0,#Div0
universal,0,1,0,0,1,0.0,#Div0,#Div0
travels,0,0,0,1,1,#Div0,0.0,#Div0
snuffs out,0,0,0,3,3,#Div0,0.0,#Div0
retail,0,1,1,0,2,0.0,#Div0,#Div0
dominate,0,0,0,1,1,#Div0,0.0,#Div0
ordinary,0,2,0,0,2,0.0,#Div0,#Div0
protected,0,0,0,1,1,#Div0,0.0,#Div0
smooth,0,2,0,0,2,0.0,#Div0,#Div0
silly,0,5,0,0,5,0.0,#Div0,#Div0
dominant,0,2,0,0,2,0.0,#Div0,#Div0
coherent,0,0,1,0,1,#Div0,#Div0,#Div0
scary,0,3,0,0,3,0.0,#Div0,#Div0
Lent,0,0,1,0,1,#Div0,#Div0,#Div0
pillar,0,0,0,2,2,#Div0,0.0,#Div0
artful,0,1,0,0,1,0.0,#Div0,#Div0
illicit,0,1,0,0,1,0.0,#Div0,#Div0
unlimited,0,1,0,0,1,0.0,#Div0,#Div0
African,0,0,2,0,2,#Div0,#Div0,#Div0
prior,0,1,0,0,1,0.0,#Div0,#Div0
parliamentary,0,3,0,0,3,0.0,#Div0,#Div0
ministerial,0,2,0,0,2,0.0,#Div0,#Div0
educational,0,1,1,0,2,0.0,#Div0,#Div0
integral,0,1,0,0,1,0.0,#Div0,#Div0
several,0,3,1,0,4,0.0,#Div0,#Div0
supporter,0,0,0,1,1,#Div0,0.0,#Div0
corrective,0,1,0,0,1,0.0,#Div0,#Div0
uncertain,0,1,0,0,1,0.0,#Div0,#Div0
visual,0,0,1,0,1,#Div0,#Div0,#Div0
invasion,0,0,0,6,6,#Div0,0.0,#Div0
collapse,0,0,0,7,7,#Div0,0.0,#Div0
rigid,0,0,1,0,1,#Div0,#Div0,#Div0
mindless,0,2,0,0,2,0.0,#Div0,#Div0
trillion-dollar,0,1,0,0,1,0.0,#Div0,#Div0
fought,0,0,0,2,2,#Div0,0.0,#Div0
monarchical,0,0,1,0,1,#Div0,#Div0,#Div0
illegal,0,5,0,0,5,0.0,#Div0,#Div0
helpless,0,2,0,0,2,0.0,#Div0,#Div0
Democrat-controlled,0,1,0,0,1,0.0,#Div0,#Div0
region-wide,0,2,0,0,2,0.0,#Div0,#Div0
voluntary,0,5,0,0,5,0.0,#Div0,#Div0
anti-communist,0,0,2,0,2,#Div0,#Div0,#Div0
preferred,0,2,0,0,2,0.0,#Div0,#Div0
increase,0,0,0,6,6,#Div0,0.0,#Div0
obvious,0,1,0,0,1,0.0,#Div0,#Div0
comprehensive,0,3,0,0,3,0.0,#Div0,#Div0
rain,0,0,0,2,2,#Div0,0.0,#Div0
feminist,0,2,0,0,2,0.0,#Div0,#Div0
Asian,0,0,2,0,2,#Div0,#Div0,#Div0
business-model,0,0,3,0,3,#Div0,#Div0,#Div0
rights-because,0,3,0,0,3,0.0,#Div0,#Div0
pivotal,0,2,0,0,2,0.0,#Div0,#Div0
utilitarian,0,0,1,0,1,#Div0,#Div0,#Div0
few,0,6,3,0,9,0.0,#Div0,#Div0
double,0,0,4,0,4,#Div0,#Div0,#Div0
drama,0,0,0,1,1,#Div0,0.0,#Div0
average,0,1,0,0,1,0.0,#Div0,#Div0
bureaucratic,0,2,0,0,2,0.0,#Div0,#Div0
*,0,3,0,0,3,0.0,#Div0,#Div0
median,0,0,2,0,2,#Div0,#Div0,#Div0
robbed,0,0,0,1,1,#Div0,0.0,#Div0
perfect,0,3,0,0,3,0.0,#Div0,#Div0
proactive,0,1,0,0,1,0.0,#Div0,#Div0
fair,0,1,0,0,1,0.0,#Div0,#Div0
idiotic,0,3,0,0,3,0.0,#Div0,#Div0
deepen,0,0,0,2,2,#Div0,0.0,#Div0
wars,0,0,0,1,1,#Div0,0.0,#Div0
original,0,2,0,0,2,0.0,#Div0,#Div0
full,0,0,3,0,3,#Div0,#Div0,#Div0
equal,0,3,0,0,3,0.0,#Div0,#Div0
gun-nut,0,0,2,0,2,#Div0,#Div0,#Div0
modern,0,3,1,0,4,0.0,#Div0,#Div0
socialized,0,1,0,0,1,0.0,#Div0,#Div0
separate,0,2,0,0,2,0.0,#Div0,#Div0
ever-increasing,0,1,0,0,1,0.0,#Div0,#Div0
produces,0,0,0,3,3,#Div0,0.0,#Div0
self-defense,0,0,1,0,1,#Div0,#Div0,#Div0
oppresses,0,0,0,3,3,#Div0,0.0,#Div0
unite,0,1,0,0,1,0.0,#Div0,#Div0
outspoken,0,1,0,0,1,0.0,#Div0,#Div0
unethical,0,1,0,0,1,0.0,#Div0,#Div0
post-how,0,0,1,0,1,#Div0,#Div0,#Div0
flinty,0,1,0,0,1,0.0,#Div0,#Div0
left,0,4,0,0,4,0.0,#Div0,#Div0
statewide,0,3,0,0,3,0.0,#Div0,#Div0
burdens,0,0,0,5,5,#Div0,0.0,#Div0
absolutist,0,1,0,0,1,0.0,#Div0,#Div0
insignificant,0,1,0,0,1,0.0,#Div0,#Div0
nibbled,0,0,1,0,1,#Div0,#Div0,#Div0
strengthening,0,0,0,10,10,#Div0,0.0,#Div0
cure,0,0,0,7,7,#Div0,0.0,#Div0
damage,0,0,0,4,4,#Div0,0.0,#Div0
private,0,9,9,0,18,0.0,#Div0,#Div0
story,0,0,0,1,1,#Div0,0.0,#Div0
angry,0,3,0,0,3,0.0,#Div0,#Div0
unqualified,0,0,1,0,1,#Div0,#Div0,#Div0
guns,0,0,1,0,1,#Div0,#Div0,#Div0
rocky,0,0,1,0,1,#Div0,#Div0,#Div0
specific,0,1,0,0,1,0.0,#Div0,#Div0
rob,0,0,0,3,3,#Div0,0.0,#Div0
feudal,0,0,1,0,1,#Div0,#Div0,#Div0
clean,0,0,1,0,1,#Div0,#Div0,#Div0
pathway,0,0,0,1,1,#Div0,0.0,#Div0
wide,0,0,2,0,2,#Div0,#Div0,#Div0
reduce,0,0,0,5,5,#Div0,0.0,#Div0
contemplate,0,1,0,0,1,0.0,#Div0,#Div0
criminal,0,2,1,0,3,0.0,#Div0,#Div0
defeating,0,0,0,1,1,#Div0,0.0,#Div0
burdened,0,0,0,1,1,#Div0,0.0,#Div0
illegitimate,0,1,0,0,1,0.0,#Div0,#Div0
pro,0,6,2,0,8,0.0,#Div0,#Div0
Bolivian,0,0,1,0,1,#Div0,#Div0,#Div0
imperial,0,4,1,0,5,0.0,#Div0,#Div0
operations,0,0,0,1,1,#Div0,0.0,#Div0
amazing,0,1,0,0,1,0.0,#Div0,#Div0
informal,0,1,0,0,1,0.0,#Div0,#Div0
taxable,0,3,0,0,3,0.0,#Div0,#Div0
non,0,1,0,0,1,0.0,#Div0,#Div0
Islamic,0,1,1,0,2,0.0,#Div0,#Div0
minimum,0,2,0,0,2,0.0,#Div0,#Div0
multi-faceted,0,0,1,0,1,#Div0,#Div0,#Div0
regulation,0,0,0,1,1,#Div0,0.0,#Div0
top,0,0,5,0,5,#Div0,#Div0,#Div0
overcame,0,0,0,1,1,#Div0,0.0,#Div0
horrendous,0,2,0,0,2,0.0,#Div0,#Div0
smart,0,3,0,0,3,0.0,#Div0,#Div0
Israeli,0,2,0,0,2,0.0,#Div0,#Div0
similar,0,0,2,0,2,#Div0,#Div0,#Div0
addiction,0,0,0,8,8,#Div0,0.0,#Div0
free,0,10,2,0,12,0.0,#Div0,#Div0
possible,0,3,0,0,3,0.0,#Div0,#Div0
upper,0,3,0,0,3,0.0,#Div0,#Div0
oval,0,1,0,0,1,0.0,#Div0,#Div0
ersatz-democracy,0,1,0,0,1,0.0,#Div0,#Div0
productive,0,6,0,0,6,0.0,#Div0,#Div0
tide,0,0,0,2,2,#Div0,0.0,#Div0
assault-weapon,0,1,0,0,1,0.0,#Div0,#Div0
buy,0,0,0,1,1,#Div0,0.0,#Div0
ardent,0,0,1,0,1,#Div0,#Div0,#Div0
bogus,0,3,0,0,3,0.0,#Div0,#Div0
dark days,0,0,0,3,3,#Div0,0.0,#Div0
shaping,0,0,0,3,3,#Div0,0.0,#Div0
lucky,0,1,0,0,1,0.0,#Div0,#Div0
law-abiding,0,2,0,0,2,0.0,#Div0,#Div0
insufficient,0,1,0,0,1,0.0,#Div0,#Div0
permanent,0,1,2,0,3,0.0,#Div0,#Div0
Heinous,0,0,1,0,1,#Div0,#Div0,#Div0
depth,0,0,0,2,2,#Div0,0.0,#Div0
heals,0,0,0,3,3,#Div0,0.0,#Div0
worship,0,0,0,15,15,#Div0,0.0,#Div0
pose,0,0,1,0,1,#Div0,#Div0,#Div0
second,0,0,7,0,7,#Div0,#Div0,#Div0
defraud,0,0,0,1,1,#Div0,0.0,#Div0
judicious,0,1,0,0,1,0.0,#Div0,#Div0
extraordinary,0,1,0,0,1,0.0,#Div0,#Div0
race,0,0,0,1,1,#Div0,0.0,#Div0
primitive,0,1,1,0,2,0.0,#Div0,#Div0
easy,0,1,0,0,1,0.0,#Div0,#Div0
depths,0,0,0,3,3,#Div0,0.0,#Div0
malicious,0,0,1,0,1,#Div0,#Div0,#Div0
systemic,0,1,0,0,1,0.0,#Div0,#Div0
basic,0,2,4,0,6,0.0,#Div0,#Div0
devastation,0,0,0,5,5,#Div0,0.0,#Div0
cognitive,0,1,0,0,1,0.0,#Div0,#Div0
enhance,0,0,0,2,2,#Div0,0.0,#Div0
imaginary,0,1,0,0,1,0.0,#Div0,#Div0
Representative,0,0,4,0,4,#Div0,#Div0,#Div0
experiment,0,0,0,2,2,#Div0,0.0,#Div0
international,0,13,1,0,14,0.0,#Div0,#Div0
longtime,0,1,1,0,2,0.0,#Div0,#Div0
